H,model,n,N,alpha,delta_t,strategy,value_sum,value_markovian,value_full
0.04,fbm,750,750,1.0,1.0,both,,264.991705,697.179209
0.67,fbm,500,500,1.0,1.0,both,,1.40332,14.681199
0.93,mixed_fbm,250,125,1.0,0.008,both,0.013786,0.11704,0.171599
0.68,fbm,500,500,1.0,1.0,both,,1.55662,16.257251
0.94,mixed_fbm,250,125,1.0,0.008,both,0.013384,0.116193,0.161848
0.95,mixed_fbm,250,125,1.0,0.008,both,0.013011,0.115323,0.152439
0.69,fbm,500,500,1.0,1.0,both,,1.716771,17.894487
0.96,mixed_fbm,250,125,1.0,0.008,both,0.012664,0.114433,0.143383
0.14,mixed_fbm,500,250,0.2,0.004,both,11.021163,7.59462,26.415052
0.7,fbm,500,500,1.0,1.0,both,,1.883648,19.590797
0.97,mixed_fbm,250,125,1.0,0.008,both,0.01234,0.113529,0.134685
0.05,fbm,750,750,1.0,1.0,both,,226.83293,626.354806
0.98,mixed_fbm,250,125,1.0,0.008,both,0.012038,0.112615,0.126349
0.71,fbm,500,500,1.0,1.0,both,,2.057189,21.344181
0.15,mixed_fbm,500,250,0.2,0.004,both,9.339493,6.46497,23.370146
0.72,fbm,500,500,1.0,1.0,both,,2.237322,23.152746
0.73,fbm,500,500,1.0,1.0,both,,2.423971,25.014694
0.16,mixed_fbm,500,250,0.2,0.004,both,7.860799,5.487008,20.601738
0.74,fbm,500,500,1.0,1.0,both,,2.617151,26.928325
0.75,fbm,500,500,1.0,1.0,both,,2.816733,28.892025
0.76,fbm,500,500,1.0,1.0,both,,3.022703,30.904269
0.06,fbm,750,750,1.0,1.0,both,,195.516431,566.965253
0.17,mixed_fbm,500,250,0.2,0.004,both,6.56963,4.642482,18.092218
0.77,fbm,500,500,1.0,1.0,both,,3.235022,32.963612
0.78,fbm,500,500,1.0,1.0,both,,3.453638,35.068687
0.02,fbm,1000,1000,1.0,1.0,both,,504.910445,1235.324222
0.18,mixed_fbm,500,250,0.2,0.004,both,5.450543,3.914939,15.824963
0.07,fbm,750,750,1.0,1.0,both,,169.2151,515.736047
0.79,fbm,500,500,1.0,1.0,both,,3.678685,37.218207
0.8,fbm,500,500,1.0,1.0,both,,3.909992,39.410956
0.19,mixed_fbm,500,250,0.2,0.004,both,4.488166,3.290304,13.784123
0.81,fbm,500,500,1.0,1.0,both,,4.147631,41.645796
0.2,mixed_fbm,500,250,0.2,0.004,both,3.6673,2.755559,11.954359
0.82,fbm,500,500,1.0,1.0,both,,4.391615,43.921661
0.08,fbm,750,750,1.0,1.0,both,,146.808352,470.684828
0.83,fbm,500,500,1.0,1.0,both,,4.641915,46.237563
0.21,mixed_fbm,500,250,0.2,0.004,both,2.97306,2.299505,10.320875
0.84,fbm,500,500,1.0,1.0,both,,4.899072,48.592589
0.22,mixed_fbm,500,250,0.2,0.004,both,2.391029,1.911777,8.869099
0.85,fbm,500,500,1.0,1.0,both,,5.16264,50.985912
0.23,mixed_fbm,500,250,0.2,0.004,both,1.907422,1.583414,7.584887
0.24,mixed_fbm,500,250,0.2,0.004,both,1.509233,1.306405,6.454434
0.01,mixed_fbm,250,125,5.0,0.008,both,131.270763,71.460754,130.359508
0.25,mixed_fbm,500,250,0.2,0.004,both,1.184373,1.073101,5.464321
0.09,fbm,750,750,1.0,1.0,both,,127.547807,430.518491
0.26,mixed_fbm,500,250,0.2,0.004,both,0.921774,0.878135,4.601625
0.27,mixed_fbm,500,250,0.2,0.004,both,0.711452,0.715844,3.85389
0.1,fbm,750,750,1.0,1.0,both,,110.898916,394.345029
0.28,mixed_fbm,500,250,0.2,0.004,both,0.54454,0.580378,3.209278
0.01,mixed_fbm,750,375,0.2,0.002667,both,110.882736,91.916773,187.925487
0.29,mixed_fbm,500,250,0.2,0.004,both,0.413282,0.469385,2.656606
0.11,fbm,750,750,1.0,1.0,both,,96.458519,361.521464
0.3,mixed_fbm,500,250,0.2,0.004,both,0.310992,0.376961,2.185398
0.03,fbm,1000,1000,1.0,1.0,both,,415.323978,1071.974996
0.31,mixed_fbm,500,250,0.2,0.004,both,0.23199,0.301352,1.785927
0.12,fbm,750,750,1.0,1.0,both,,83.908929,331.567377
0.32,mixed_fbm,500,250,0.2,0.004,both,0.171517,0.239566,1.449241
0.33,mixed_fbm,500,250,0.2,0.004,both,0.125639,0.189182,1.167163
0.13,fbm,750,750,1.0,1.0,both,,72.99108,304.112819
0.34,mixed_fbm,500,250,0.2,0.004,both,0.091144,0.148609,0.932324
0.35,mixed_fbm,500,250,0.2,0.004,both,0.065443,0.115417,0.738073
0.36,mixed_fbm,500,250,0.2,0.004,both,0.046471,0.088607,0.578499
0.14,fbm,750,750,1.0,1.0,both,,63.488206,278.865419
0.37,mixed_fbm,500,250,0.2,0.004,both,0.032601,0.067811,0.448381
0.01,mixed_fbm,250,125,10.0,0.008,both,137.711212,72.919639,137.716238
0.15,fbm,750,750,1.0,1.0,both,,55.215594,255.588826
0.38,mixed_fbm,500,250,0.2,0.004,both,0.022565,0.051207,0.34313
0.39,mixed_fbm,500,250,0.2,0.004,both,0.01538,0.038012,0.258748
0.4,mixed_fbm,500,250,0.2,0.004,both,0.010299,0.027766,0.19177
0.16,fbm,750,750,1.0,1.0,both,,48.013921,234.088128
0.41,mixed_fbm,500,250,0.2,0.004,both,0.006753,0.019679,0.139213
0.42,mixed_fbm,500,250,0.2,0.004,both,0.004317,0.013785,0.098523
0.17,fbm,750,750,1.0,1.0,both,,41.744753,214.199721
0.43,mixed_fbm,500,250,0.2,0.004,both,0.002672,0.009019,0.067531
0.44,mixed_fbm,500,250,0.2,0.004,both,0.001587,0.005768,0.044397
0.45,mixed_fbm,500,250,0.2,0.004,both,0.000891,0.003296,0.027573
0.18,fbm,750,750,1.0,1.0,both,,36.287343,195.784118
0.46,mixed_fbm,500,250,0.2,0.004,both,0.000461,0.001442,0.01578
0.02,mixed_fbm,250,125,5.0,0.008,both,113.903175,59.533265,116.628154
0.47,mixed_fbm,500,250,0.2,0.004,both,0.000209,1.4e-05,0.007935
0.48,mixed_fbm,500,250,0.2,0.004,both,7.5e-05,6e-06,0.003151
0.49,mixed_fbm,500,250,0.2,0.004,both,1.5e-05,3e-06,0.000704
0.5,mixed_fbm,500,250,0.2,0.004,both,0.0,0.0,0.0
0.51,mixed_fbm,500,250,0.2,0.004,both,1e-05,8.4e-05,0.000561
0.52,mixed_fbm,500,250,0.2,0.004,both,3.2e-05,0.000301,0.002005
0.53,mixed_fbm,500,250,0.2,0.004,both,5.9e-05,0.000611,0.004027
0.54,mixed_fbm,500,250,0.2,0.004,both,8.6e-05,0.000981,0.00639
0.55,mixed_fbm,500,250,0.2,0.004,both,0.000109,0.001385,0.00891
0.56,mixed_fbm,500,250,0.2,0.004,both,0.000128,0.001805,0.011448
0.57,mixed_fbm,500,250,0.2,0.004,both,0.000142,0.002226,0.013902
0.19,fbm,750,750,1.0,1.0,both,,31.536222,178.720736
0.58,mixed_fbm,500,250,0.2,0.004,both,0.000152,0.002638,0.016199
0.02,mixed_fbm,750,375,0.2,0.002667,both,99.758107,77.376027,167.547387
0.59,mixed_fbm,500,250,0.2,0.004,both,0.000157,0.003033,0.018288
0.6,mixed_fbm,500,250,0.2,0.004,both,0.000159,0.003405,0.020138
0.61,mixed_fbm,500,250,0.2,0.004,both,0.000159,0.003752,0.021733
0.2,fbm,750,750,1.0,1.0,both,,27.399283,162.904071
0.62,mixed_fbm,500,250,0.2,0.004,both,0.000156,0.004072,0.023066
0.03,mixed_fbm,250,125,5.0,0.008,both,101.195343,51.208623,103.187479
0.63,mixed_fbm,500,250,0.2,0.004,both,0.000151,0.004363,0.02414
0.21,fbm,750,750,1.0,1.0,both,,23.796179,148.240829
0.64,mixed_fbm,500,250,0.2,0.004,both,0.000145,0.004625,0.024976
0.65,mixed_fbm,500,250,0.2,0.004,both,0.000139,0.004859,0.025566
0.66,mixed_fbm,500,250,0.2,0.004,both,0.000132,0.005067,0.025937
0.22,fbm,750,750,1.0,1.0,both,,20.656925,134.647755
0.67,mixed_fbm,500,250,0.2,0.004,both,0.000125,0.005248,0.026106
0.68,mixed_fbm,500,250,0.2,0.004,both,0.000117,0.005405,0.026093
0.69,mixed_fbm,500,250,0.2,0.004,both,0.00011,0.005539,0.025918
0.23,fbm,750,750,1.0,1.0,both,,17.920667,122.049975
0.7,mixed_fbm,500,250,0.2,0.004,both,0.000103,0.005652,0.025601
0.71,mixed_fbm,500,250,0.2,0.004,both,9.7e-05,0.005746,0.02516
0.72,mixed_fbm,500,250,0.2,0.004,both,9e-05,0.005822,0.024613
0.73,mixed_fbm,500,250,0.2,0.004,both,8.5e-05,0.005881,0.023978
0.74,mixed_fbm,500,250,0.2,0.004,both,7.9e-05,0.005925,0.023269
0.24,fbm,750,750,1.0,1.0,both,,15.534568,110.379696
0.75,mixed_fbm,500,250,0.2,0.004,both,7.4e-05,0.005957,0.022502
0.04,mixed_fbm,250,125,5.0,0.008,both,91.103587,44.777127,92.672985
0.76,mixed_fbm,500,250,0.2,0.004,both,7e-05,0.005976,0.02169
0.25,fbm,750,750,1.0,1.0,both,,13.452816,99.575198
0.77,mixed_fbm,500,250,0.2,0.004,both,6.5e-05,0.005984,0.020844
0.01,fbm,1500,1500,1.0,1.0,both,,977.408311,2318.25999
0.78,mixed_fbm,500,250,0.2,0.004,both,6.1e-05,0.005983,0.019947
0.03,mixed_fbm,750,375,0.2,0.002667,both,89.605225,65.658052,150.542445
0.79,mixed_fbm,500,250,0.2,0.004,both,5.8e-05,0.005973,0.019064
0.26,fbm,750,750,1.0,1.0,both,,11.635728,89.580022
0.8,mixed_fbm,500,250,0.2,0.004,both,5.4e-05,0.005956,0.018176
0.81,mixed_fbm,500,250,0.2,0.004,both,5.1e-05,0.005932,0.017271
0.04,fbm,1000,1000,1.0,1.0,both,,349.665249,950.811702
0.05,mixed_fbm,250,125,5.0,0.008,both,82.701676,39.542366,83.996137
0.27,fbm,750,750,1.0,1.0,both,,10.048959,80.34232
0.82,mixed_fbm,500,250,0.2,0.004,both,4.9e-05,0.005902,0.016364
0.83,mixed_fbm,500,250,0.2,0.004,both,4.6e-05,0.005867,0.015465
0.84,mixed_fbm,500,250,0.2,0.004,both,4.4e-05,0.005828,0.014582
0.28,fbm,750,750,1.0,1.0,both,,8.662793,71.814328
0.85,mixed_fbm,500,250,0.2,0.004,both,4.2e-05,0.005785,0.013721
0.06,mixed_fbm,250,125,5.0,0.008,both,75.490002,35.140457,76.591207
0.86,mixed_fbm,500,250,0.2,0.004,both,4e-05,0.005739,0.012888
0.29,fbm,750,750,1.0,1.0,both,,7.451527,63.951923
0.87,mixed_fbm,500,250,0.2,0.004,both,3.8e-05,0.00569,0.012085
0.88,mixed_fbm,500,250,0.2,0.004,both,3.7e-05,0.005639,0.011316
0.89,mixed_fbm,500,250,0.2,0.004,both,3.5e-05,0.005586,0.010583
0.9,mixed_fbm,500,250,0.2,0.004,both,3.4e-05,0.005532,0.009885
0.91,mixed_fbm,500,250,0.2,0.004,both,3.3e-05,0.005476,0.009224
0.92,mixed_fbm,500,250,0.2,0.004,both,3.1e-05,0.005419,0.008599
0.93,mixed_fbm,500,250,0.2,0.004,both,3e-05,0.005362,0.00801
0.94,mixed_fbm,500,250,0.2,0.004,both,2.9e-05,0.005304,0.007456
0.95,mixed_fbm,500,250,0.2,0.004,both,2.8e-05,0.005246,0.006936
0.07,mixed_fbm,250,125,5.0,0.008,both,69.168036,31.359016,70.125749
0.96,mixed_fbm,500,250,0.2,0.004,both,2.8e-05,0.005187,0.006448
0.3,fbm,750,750,1.0,1.0,both,,6.392928,56.714262
0.97,mixed_fbm,500,250,0.2,0.004,both,2.7e-05,0.005129,0.005992
0.98,mixed_fbm,500,250,0.2,0.004,both,2.6e-05,0.005071,0.005566
0.08,mixed_fbm,250,125,5.0,0.008,both,63.54084,28.062736,64.38756
0.31,fbm,750,750,1.0,1.0,both,,5.467762,50.06347
0.09,mixed_fbm,250,125,5.0,0.008,both,58.474723,25.159601,59.232809
0.32,fbm,750,750,1.0,1.0,both,,4.659381,43.964373
0.1,mixed_fbm,250,125,5.0,0.008,both,53.873967,22.583749,54.55944
0.04,mixed_fbm,750,375,0.2,0.002667,both,80.314227,56.014943,135.743529
0.02,mixed_fbm,250,125,10.0,0.008,both,117.993991,60.378966,118.764098
0.11,mixed_fbm,250,125,5.0,0.008,both,49.667635,20.286009,50.292355
0.33,fbm,750,750,1.0,1.0,both,,3.953373,38.384266
0.12,mixed_fbm,250,125,5.0,0.008,both,45.801634,18.228348,46.374625
0.34,fbm,750,750,1.0,1.0,both,,3.337253,33.292716
0.13,mixed_fbm,250,125,5.0,0.008,both,42.233716,16.380445,42.761995
0.35,fbm,750,750,1.0,1.0,both,,2.800201,28.661376
0.36,fbm,750,750,1.0,1.0,both,,2.33283,24.463826
0.14,mixed_fbm,250,125,5.0,0.008,both,38.930189,14.717499,39.41932
0.03,mixed_fbm,250,125,10.0,0.008,both,104.18789,51.801612,104.736338
0.37,fbm,750,750,1.0,1.0,both,,1.926998,20.675432
0.05,fbm,1000,1000,1.0,1.0,both,,297.935308,853.671466
0.15,mixed_fbm,250,125,5.0,0.008,both,35.863688,13.218776,36.318156
0.38,fbm,750,750,1.0,1.0,both,,1.575634,17.273208
0.16,mixed_fbm,250,125,5.0,0.008,both,33.011626,11.866627,33.435098
0.39,fbm,750,750,1.0,1.0,both,,1.272597,14.235702
0.17,mixed_fbm,250,125,5.0,0.008,both,30.355081,10.645809,30.750594
0.18,mixed_fbm,250,125,5.0,0.008,both,27.877991,9.542999,28.248085
0.4,fbm,750,750,1.0,1.0,both,,1.012546,11.542881
0.04,mixed_fbm,250,125,10.0,0.008,both,93.461717,45.236117,93.887218
0.19,mixed_fbm,250,125,5.0,0.008,both,25.566555,8.546451,25.913377
0.41,fbm,750,750,1.0,1.0,both,,0.79084,9.176034
0.2,mixed_fbm,250,125,5.0,0.008,both,23.40878,7.645738,23.734158
0.05,mixed_fbm,750,375,0.2,0.002667,both,71.799306,47.95227,122.589217
0.42,fbm,750,750,1.0,1.0,both,,0.60344,7.117676
0.21,mixed_fbm,250,125,5.0,0.008,both,21.39414,6.831558,21.699641
0.22,mixed_fbm,250,125,5.0,0.008,both,19.513307,6.095586,19.800282
0.23,mixed_fbm,250,125,5.0,0.008,both,17.757944,5.430351,18.027568
0.43,fbm,750,750,1.0,1.0,both,,0.446833,5.351461
0.24,mixed_fbm,250,125,5.0,0.008,both,16.120546,4.82914,16.373837
0.05,mixed_fbm,250,125,10.0,0.008,both,84.646942,39.921114,84.994403
0.44,fbm,750,750,1.0,1.0,both,,0.31796,3.862105
0.25,mixed_fbm,250,125,5.0,0.008,both,14.594304,4.285915,14.832151
0.45,fbm,750,750,1.0,1.0,both,,0.21416,2.635309
0.26,mixed_fbm,250,125,5.0,0.008,both,13.173004,3.795242,13.396184
0.46,fbm,750,750,1.0,1.0,both,,0.133118,1.657691
0.27,mixed_fbm,250,125,5.0,0.008,both,11.850942,3.352228,12.060137
0.28,mixed_fbm,250,125,5.0,0.008,both,10.622858,2.952469,10.818662
0.47,fbm,750,750,1.0,1.0,both,,0.07282,0.916722
0.29,mixed_fbm,250,125,5.0,0.008,both,9.483877,2.591997,9.666811
0.48,fbm,750,750,1.0,1.0,both,,0.031515,0.400667
0.06,mixed_fbm,250,125,10.0,0.008,both,77.14497,35.460881,77.438488
0.3,mixed_fbm,250,125,5.0,0.008,both,8.429463,2.267242,8.599983
0.49,fbm,750,750,1.0,1.0,both,,0.007681,0.09853
0.5,fbm,750,750,1.0,1.0,both,,0.0,0.0
0.31,mixed_fbm,250,125,5.0,0.008,both,7.455383,1.974985,7.613889
0.51,fbm,750,750,1.0,1.0,both,,0.007327,0.095408
0.32,mixed_fbm,250,125,5.0,0.008,both,6.557672,1.712331,6.704512
0.52,fbm,750,750,1.0,1.0,both,,0.028673,0.37568
0.33,mixed_fbm,250,125,5.0,0.008,both,5.732604,1.47667,5.868088
0.34,mixed_fbm,250,125,5.0,0.008,both,4.976673,1.265652,5.101075
0.53,fbm,750,750,1.0,1.0,both,,0.063184,0.832295
0.07,mixed_fbm,250,125,10.0,0.008,both,70.607423,31.637536,70.861378
0.06,fbm,1000,1000,1.0,1.0,both,,255.570754,772.243394
0.35,mixed_fbm,250,125,5.0,0.008,both,4.286568,1.077156,4.400136
0.54,fbm,750,750,1.0,1.0,both,,0.110121,1.457248
0.36,mixed_fbm,250,125,5.0,0.008,both,3.659156,0.909275,3.762119
0.08,mixed_fbm,250,125,10.0,0.008,both,64.813456,28.309004,65.037095
0.06,mixed_fbm,750,375,0.2,0.002667,both,63.991887,41.132825,110.749458
0.37,mixed_fbm,250,125,5.0,0.008,both,3.091466,0.760285,3.184043
0.38,mixed_fbm,250,125,5.0,0.008,both,2.580672,0.628631,2.663084
0.55,fbm,750,750,1.0,1.0,both,,0.168853,2.243017
0.39,mixed_fbm,250,125,5.0,0.008,both,2.12408,0.51291,2.19656
0.4,mixed_fbm,250,125,5.0,0.008,both,1.719115,0.411853,1.781921
0.41,mixed_fbm,250,125,5.0,0.008,both,1.363306,0.32431,1.416735
0.56,fbm,750,750,1.0,1.0,both,,0.238834,3.182525
0.42,mixed_fbm,250,125,5.0,0.008,both,1.054273,0.24924,1.098681
0.43,mixed_fbm,250,125,5.0,0.008,both,0.789716,0.185699,0.825536
0.09,mixed_fbm,250,125,10.0,0.008,both,59.614156,25.379629,59.813768
0.44,mixed_fbm,250,125,5.0,0.008,both,0.567399,0.132827,0.595164
0.45,mixed_fbm,250,125,5.0,0.008,both,0.385139,0.089839,0.405507
0.57,fbm,750,750,1.0,1.0,both,,0.319597,4.269115
0.46,mixed_fbm,250,125,5.0,0.008,both,0.240789,0.05602,0.254576
0.47,mixed_fbm,250,125,5.0,0.008,both,0.132224,0.030711,0.140434
0.48,mixed_fbm,250,125,5.0,0.008,both,0.057325,0.013306,0.061193
0.49,mixed_fbm,250,125,5.0,0.008,both,0.013968,0.003244,0.014993
0.5,mixed_fbm,250,125,5.0,0.008,both,-0.0,-0.0,0.0
0.51,mixed_fbm,250,125,5.0,0.008,both,0.013229,0.003085,0.014384
0.52,mixed_fbm,250,125,5.0,0.008,both,0.051405,0.012035,0.056311
0.53,mixed_fbm,250,125,5.0,0.008,both,0.112206,0.026408,0.123928
0.58,fbm,750,750,1.0,1.0,both,,0.410741,5.496517
0.54,mixed_fbm,250,125,5.0,0.008,both,0.193227,0.04578,0.215351
0.55,mixed_fbm,250,125,5.0,0.008,both,0.291965,0.069739,0.328648
0.1,mixed_fbm,250,125,10.0,0.008,both,54.904288,22.782268,55.084337
0.56,mixed_fbm,250,125,5.0,0.008,both,0.405817,0.097883,0.46183
0.57,mixed_fbm,250,125,5.0,0.008,both,0.532074,0.129813,0.612836
0.58,mixed_fbm,250,125,5.0,0.008,both,0.667929,0.165134,0.779524
0.59,fbm,750,750,1.0,1.0,both,,0.511935,6.858825
0.59,mixed_fbm,250,125,5.0,0.008,both,0.810492,0.203449,0.959665
0.6,mixed_fbm,250,125,5.0,0.008,both,0.956806,0.244357,1.150938
0.11,mixed_fbm,250,125,10.0,0.008,both,50.606665,20.465873,50.770432
0.61,mixed_fbm,250,125,5.0,0.008,both,1.103888,0.287456,1.350927
0.62,mixed_fbm,250,125,5.0,0.008,both,1.248767,0.332334,1.557133
0.63,mixed_fbm,250,125,5.0,0.008,both,1.388542,0.378577,1.766981
0.07,fbm,1000,1000,1.0,1.0,both,,220.083097,702.020639
0.6,fbm,750,750,1.0,1.0,both,,0.622875,8.350472
0.64,mixed_fbm,250,125,5.0,0.008,both,1.520445,0.425766,1.977841
0.12,mixed_fbm,250,125,10.0,0.008,both,46.662931,18.392963,46.812894
0.65,mixed_fbm,250,125,5.0,0.008,both,1.64191,0.473482,2.187057
0.66,mixed_fbm,250,125,5.0,0.008,both,1.750648,0.521303,2.391973
0.67,mixed_fbm,250,125,5.0,0.008,both,1.844717,0.568815,2.589981
0.68,mixed_fbm,250,125,5.0,0.008,both,1.922583,0.615614,2.778564
0.13,mixed_fbm,250,125,10.0,0.008,both,43.027826,16.530621,43.165902
0.61,fbm,750,750,1.0,1.0,both,,0.743316,9.966207
0.69,mixed_fbm,250,125,5.0,0.008,both,1.983173,0.66131,2.955341
0.07,mixed_fbm,750,375,0.2,0.002667,both,56.835964,35.317035,100.007884
0.7,mixed_fbm,250,125,5.0,0.008,both,2.0259,0.705533,3.11812
0.71,mixed_fbm,250,125,5.0,0.008,both,2.05068,0.747942,3.264941
0.14,mixed_fbm,250,125,10.0,0.008,both,39.665472,14.85618,39.793175
0.72,mixed_fbm,250,125,5.0,0.008,both,2.057908,0.788226,3.394124
0.62,fbm,750,750,1.0,1.0,both,,0.87304,11.701074
0.73,mixed_fbm,250,125,5.0,0.008,both,2.048426,0.826114,3.504294
0.74,mixed_fbm,250,125,5.0,0.008,both,2.023461,0.861375,3.594416
0.75,mixed_fbm,250,125,5.0,0.008,both,1.984551,0.893823,3.663798
0.15,mixed_fbm,250,125,10.0,0.008,both,36.546885,13.346414,36.66543
0.76,mixed_fbm,250,125,5.0,0.008,both,1.933462,0.92332,3.712101
0.77,mixed_fbm,250,125,5.0,0.008,both,1.872098,0.949773,3.739321
0.63,fbm,750,750,1.0,1.0,both,,1.011874,13.550392
0.78,mixed_fbm,250,125,5.0,0.008,both,1.802423,0.973137,3.745776
0.16,mixed_fbm,250,125,10.0,0.008,both,33.648248,11.984881,33.758624
0.79,mixed_fbm,250,125,5.0,0.008,both,1.726376,0.993411,3.73207
0.8,mixed_fbm,250,125,5.0,0.008,both,1.645818,1.010634,3.699063
0.17,mixed_fbm,250,125,10.0,0.008,both,30.949689,10.755131,31.052715
0.08,fbm,1000,1000,1.0,1.0,both,,189.945642,640.281369
0.81,mixed_fbm,250,125,5.0,0.008,both,1.562473,1.024883,3.647824
0.64,fbm,750,750,1.0,1.0,both,,1.159647,15.509741
0.82,mixed_fbm,250,125,5.0,0.008,both,1.477898,1.036266,3.579595
0.18,mixed_fbm,250,125,10.0,0.008,both,28.434405,9.644169,28.530761
0.83,mixed_fbm,250,125,5.0,0.008,both,1.393459,1.044921,3.495744
0.84,mixed_fbm,250,125,5.0,0.008,both,1.310327,1.051007,3.397727
0.19,mixed_fbm,250,125,10.0,0.008,both,26.087999,8.640145,26.178261
0.65,fbm,750,750,1.0,1.0,both,,1.316221,17.57494
0.85,mixed_fbm,250,125,5.0,0.008,both,1.229474,1.054702,3.287047
0.2,mixed_fbm,250,125,10.0,0.008,both,23.898002,7.732547,23.982658
0.86,mixed_fbm,250,125,5.0,0.008,both,1.151688,1.056199,3.165218
0.08,mixed_fbm,750,375,0.2,0.002667,both,50.284807,30.328117,90.21233
0.87,mixed_fbm,250,125,5.0,0.008,both,1.077585,1.0557,3.033742
0.21,mixed_fbm,250,125,10.0,0.008,both,21.853494,6.912006,21.932964
0.66,fbm,750,750,1.0,1.0,both,,1.481472,19.742035
0.88,mixed_fbm,250,125,5.0,0.008,both,1.007634,1.053419,2.894071
0.89,mixed_fbm,250,125,5.0,0.008,both,0.942173,1.049573,2.747597
0.22,mixed_fbm,250,125,10.0,0.008,both,19.944826,6.170136,20.019468
0.09,fbm,1000,1000,1.0,1.0,both,,164.136096,585.252865
0.9,mixed_fbm,250,125,5.0,0.008,both,0.88144,1.044387,2.595634
0.23,mixed_fbm,250,125,10.0,0.008,both,18.16339,5.499418,18.233517
0.67,fbm,750,750,1.0,1.0,both,,1.65528,22.007283
0.91,mixed_fbm,250,125,5.0,0.008,both,0.825587,1.038095,2.439393
0.24,mixed_fbm,250,125,10.0,0.008,both,16.501451,4.893097,16.567334
0.92,mixed_fbm,250,125,5.0,0.008,both,0.774713,1.03094,2.279986
0.25,mixed_fbm,250,125,10.0,0.008,both,14.952004,4.345096,15.013879
0.93,mixed_fbm,250,125,5.0,0.008,both,0.728878,1.02318,2.118415
0.26,mixed_fbm,250,125,10.0,0.008,both,13.508667,3.84995,13.56674
0.68,fbm,750,750,1.0,1.0,both,,1.837594,24.367141
0.94,mixed_fbm,250,125,5.0,0.008,both,0.688131,1.0151,1.955565
0.27,mixed_fbm,250,125,10.0,0.008,both,12.165591,3.402735,12.220043
0.95,mixed_fbm,250,125,5.0,0.008,both,0.652531,1.007025,1.792206
0.28,mixed_fbm,250,125,10.0,0.008,both,10.917388,2.999022,10.968375
0.96,mixed_fbm,250,125,5.0,0.008,both,0.62217,0.999344,1.628991
0.29,mixed_fbm,250,125,10.0,0.008,both,9.75907,2.634821,9.806731
0.69,fbm,750,750,1.0,1.0,both,,2.028268,26.818252
0.09,mixed_fbm,750,375,0.2,0.002667,both,44.298568,26.031084,81.250279
0.97,mixed_fbm,250,125,5.0,0.008,both,0.597204,0.992561,1.466461
0.3,mixed_fbm,250,125,10.0,0.008,both,8.686004,2.306539,8.73046
0.1,fbm,1000,1000,1.0,1.0,both,,141.920929,535.713332
0.31,mixed_fbm,250,125,10.0,0.008,both,7.693871,2.010942,7.735227
0.98,mixed_fbm,250,125,5.0,0.008,both,0.577886,0.987373,1.30505
0.7,fbm,750,750,1.0,1.0,both,,2.22724,29.357434
0.32,mixed_fbm,250,125,10.0,0.008,both,6.778632,1.745118,6.81698
0.33,mixed_fbm,250,125,10.0,0.008,both,5.9365,1.506443,5.97192
0.34,mixed_fbm,250,125,10.0,0.008,both,5.163916,1.292555,5.196479
0.35,mixed_fbm,250,125,10.0,0.008,both,4.457528,1.101326,4.487298
0.71,fbm,750,750,1.0,1.0,both,,2.434423,31.981672
0.36,mixed_fbm,250,125,10.0,0.008,both,3.814177,0.930839,3.841211
0.11,fbm,1000,1000,1.0,1.0,both,,122.743719,490.782303
0.37,mixed_fbm,250,125,10.0,0.008,both,3.230876,0.779365,3.255228
0.38,mixed_fbm,250,125,10.0,0.008,both,2.704799,0.645347,2.726525
0.39,mixed_fbm,250,125,10.0,0.008,both,2.233272,0.52738,2.252426
0.72,fbm,750,750,1.0,1.0,both,,2.649722,34.688103
0.4,mixed_fbm,250,125,10.0,0.008,both,1.813756,0.424194,1.830399
0.41,mixed_fbm,250,125,10.0,0.008,both,1.44384,0.334646,1.458042
0.42,mixed_fbm,250,125,10.0,0.008,both,1.12123,0.2577,1.133076
0.43,mixed_fbm,250,125,10.0,0.008,both,0.843742,0.19242,0.853335
0.44,mixed_fbm,250,125,10.0,0.008,both,0.609292,0.13796,0.61676
0.1,mixed_fbm,750,375,0.2,0.002667,both,38.842489,22.320225,73.035237
0.45,mixed_fbm,250,125,10.0,0.008,both,0.415885,0.093551,0.421391
0.46,mixed_fbm,250,125,10.0,0.008,both,0.26161,0.058498,0.265358
0.47,mixed_fbm,250,125,10.0,0.008,both,0.14463,0.032167,0.146876
0.48,mixed_fbm,250,125,10.0,0.008,both,0.063172,0.013983,0.064238
0.73,fbm,750,750,1.0,1.0,both,,2.873201,37.474015
0.49,mixed_fbm,250,125,10.0,0.008,both,0.015519,0.003421,0.015804
0.12,fbm,1000,1000,1.0,1.0,both,,106.163374,449.80173
0.5,mixed_fbm,250,125,10.0,0.008,both,0.0,0.0,0.0
0.51,mixed_fbm,250,125,10.0,0.008,both,0.014979,0.00328,0.015306
0.52,mixed_fbm,250,125,10.0,0.008,both,0.058844,0.012857,0.060248
0.53,mixed_fbm,250,125,10.0,0.008,both,0.129996,0.028356,0.133395
0.54,mixed_fbm,250,125,10.0,0.008,both,0.226838,0.04943,0.233341
0.55,mixed_fbm,250,125,10.0,0.008,both,0.347755,0.075754,0.358707
0.02,fbm,1250,1250,1.0,1.0,both,,630.07193,1571.098992
0.56,mixed_fbm,250,125,10.0,0.008,both,0.491105,0.107023,0.50812
0.57,mixed_fbm,250,125,10.0,0.008,both,0.655202,0.142949,0.680211
