H,model,n,N,alpha,delta_t,strategy,value_sum,value_markovian,value_full
0.18,mixed_fbm,1500,750,10.0,0.001333,full,195.02468,36.217981,195.40324
0.17,mixed_fbm,1500,750,1.0,0.001333,full,167.68632,35.219459,187.257471
0.1,mixed_fbm,1250,625,1.0,0.0016,full,255.879482,80.414916,283.819872
0.06,mixed_fbm,1500,750,0.2,0.001333,full,179.344432,88.61863,274.790484
0.94,mixed_fbm,1500,750,0.2,0.001333,full,3e-05,0.005371,-0.0
0.82,mixed_fbm,1500,750,10.0,0.001333,full,10.426782,2.55859,23.68104
0.09,mixed_fbm,1000,500,5.0,0.002,full,273.389738,88.61845,275.822101
0.83,mixed_fbm,1500,750,1.0,0.001333,full,0.023075,0.136398,0.542679
0.91,mixed_fbm,1000,500,5.0,0.002,full,0.921703,1.129032,3.846529
0.05,mixed_fbm,750,375,5.0,0.002667,full,287.14169,116.147672,290.613047
0.95,mixed_fbm,750,375,5.0,0.002667,full,0.675093,1.044933,2.272908
0.17,mixed_fbm,1500,750,10.0,0.001333,full,213.379038,41.668849,213.788096
0.12,mixed_fbm,1250,625,10.0,0.0016,full,271.925572,72.115455,272.477597
0.83,mixed_fbm,1500,750,10.0,0.001333,full,9.433656,2.547718,22.647204
0.05,mixed_fbm,1500,750,0.2,0.001333,full,200.165581,104.48914,303.822119
0.95,mixed_fbm,1500,750,0.2,0.001333,full,2.9e-05,0.005301,0.0
0.88,mixed_fbm,1250,625,10.0,0.0016,full,5.079468,2.32519,14.923715
0.16,mixed_fbm,1500,750,1.0,0.001333,full,184.290549,40.622234,205.177203
0.16,mixed_fbm,1500,750,5.0,0.001333,full,230.634195,47.677556,232.339698
0.04,mixed_fbm,750,375,10.0,0.002667,full,324.512514,134.95889,325.685071
0.96,mixed_fbm,750,375,10.0,0.002667,full,1.697817,1.813427,5.019643
0.13,mixed_fbm,1250,625,5.0,0.0016,full,246.646498,62.638009,248.567826
0.84,mixed_fbm,1500,750,1.0,0.001333,full,0.021648,0.134914,0.501519
0.97,mixed_fbm,750,375,10.0,0.002667,full,1.493559,1.755345,4.183062
0.84,mixed_fbm,1500,750,5.0,0.001333,full,1.939195,1.302369,8.326326
0.85,mixed_fbm,1500,750,1.0,0.001333,full,0.020383,0.133383,0.462522
0.16,mixed_fbm,1500,750,10.0,0.001333,full,233.198576,47.930798,233.641923
0.95,mixed_fbm,750,375,1.0,0.002667,full,0.013178,0.117445,0.172533
0.85,mixed_fbm,1500,750,5.0,0.001333,full,1.738073,1.282046,7.70112
0.84,mixed_fbm,1500,750,10.0,0.001333,full,8.482467,2.527156,21.500086
0.85,mixed_fbm,1500,750,10.0,0.001333,full,7.584519,2.497852,20.269063
0.04,mixed_fbm,1500,750,0.2,0.001333,full,222.914918,123.680554,336.243736
0.96,mixed_fbm,1500,750,0.2,0.001333,full,2.8e-05,0.005232,-0.0
0.97,mixed_fbm,1500,750,0.2,0.001333,full,2.7e-05,0.005165,-0.0
0.08,mixed_fbm,1000,500,5.0,0.002,full,298.391546,101.24994,301.14696
0.07,mixed_fbm,1000,500,10.0,0.002,full,331.078447,116.437318,331.919352
0.15,mixed_fbm,1500,750,10.0,0.001333,full,254.621334,55.124482,255.103481
0.92,mixed_fbm,1000,500,5.0,0.002,full,0.846923,1.108878,3.461646
0.93,mixed_fbm,1000,500,10.0,0.002,full,2.583346,2.016968,8.35282
0.15,mixed_fbm,1500,750,1.0,0.001333,full,202.162828,46.821359,224.49227
0.11,mixed_fbm,1250,625,10.0,0.0016,full,296.335355,82.610367,296.946678
0.86,mixed_fbm,1500,750,10.0,0.001333,full,6.747337,2.460781,18.975286
0.89,mixed_fbm,1250,625,10.0,0.0016,full,4.485158,2.276218,13.737742
0.86,mixed_fbm,1500,750,1.0,0.001333,full,0.019261,0.131831,0.425712
0.9,mixed_fbm,1250,625,10.0,0.0016,full,3.945792,2.222647,12.544264
0.15,mixed_fbm,1500,750,5.0,0.001333,full,251.835872,54.845319,253.68836
0.14,mixed_fbm,1500,750,10.0,0.001333,full,277.809063,63.388218,278.335439
0.86,mixed_fbm,1500,750,5.0,0.001333,full,1.559522,1.260532,7.088797
0.12,mixed_fbm,1250,625,5.0,0.0016,full,268.751473,71.765499,270.862313
0.88,mixed_fbm,1250,625,5.0,0.0016,full,1.241815,1.204052,5.53445
0.87,mixed_fbm,1500,750,10.0,0.001333,full,5.975171,2.416916,17.638616
0.08,mixed_fbm,1000,500,1.0,0.002,full,235.15038,85.911639,213.562084
0.92,mixed_fbm,1000,500,1.0,0.002,full,0.014594,0.121878,0.232223
0.14,mixed_fbm,1500,750,1.0,0.001333,full,221.408326,53.931614,245.328444
0.87,mixed_fbm,1500,750,1.0,0.001333,full,0.018263,0.130269,0.391085
0.96,mixed_fbm,750,375,5.0,0.002667,full,0.63728,1.02916,1.991794
0.97,mixed_fbm,750,375,5.0,0.002667,full,0.60673,1.014862,1.723145
0.06,mixed_fbm,1000,500,10.0,0.002,full,363.474504,133.597714,364.464562
0.13,mixed_fbm,1500,750,10.0,0.001333,full,302.95425,72.881178,303.531489
0.94,mixed_fbm,1000,500,10.0,0.002,full,2.257742,1.95656,7.354125
0.1,mixed_fbm,1250,625,10.0,0.0016,full,323.06203,94.647855,323.744125
0.07,mixed_fbm,1000,500,5.0,0.002,full,326.317944,115.861423,329.483362
0.93,mixed_fbm,1000,500,5.0,0.002,full,0.78205,1.089039,3.093508
0.96,mixed_fbm,750,375,1.0,0.002667,full,0.012798,0.116172,0.158424
0.97,mixed_fbm,750,375,1.0,0.002667,full,0.012447,0.114929,0.145243
0.14,mixed_fbm,1500,750,5.0,0.001333,full,274.772183,63.079915,276.791819
0.87,mixed_fbm,1500,750,5.0,0.001333,full,1.401683,1.238149,6.493654
0.13,mixed_fbm,1500,750,1.0,0.001333,full,242.149058,62.083851,267.833003
0.11,mixed_fbm,1250,625,5.0,0.0016,full,292.82746,82.221113,295.160203
0.89,mixed_fbm,1250,625,5.0,0.0016,full,1.125097,1.18234,5.040717
0.9,mixed_fbm,1250,625,5.0,0.0016,full,1.022595,1.160407,4.566146
0.98,mixed_fbm,750,375,10.0,0.002667,full,1.325539,1.699052,3.345347
0.12,mixed_fbm,1500,750,10.0,0.001333,full,330.290006,83.787873,330.926347
0.88,mixed_fbm,1500,750,10.0,0.001333,full,5.269587,2.367196,16.2772
0.09,mixed_fbm,1250,625,10.0,0.0016,full,352.490783,108.485287,353.258935
0.91,mixed_fbm,1250,625,10.0,0.0016,full,3.459671,2.165213,11.354296
0.12,mixed_fbm,1500,750,1.0,0.001333,full,264.528536,71.427867,292.181093
0.88,mixed_fbm,1500,750,1.0,0.001333,full,0.017374,0.128704,0.358613
0.98,mixed_fbm,750,375,1.0,0.002667,full,0.012123,0.113692,0.132944
0.03,mixed_fbm,1500,750,0.2,0.001333,full,247.847812,147.305652,373.006491
0.98,mixed_fbm,1500,750,0.2,0.001333,full,2.6e-05,0.005098,0.0
0.98,mixed_fbm,750,375,5.0,0.002667,full,0.583369,1.00267,1.466772
0.11,mixed_fbm,1500,750,10.0,0.001333,full,360.104268,96.324782,360.810148
0.13,mixed_fbm,1500,750,5.0,0.001333,full,299.629045,72.539904,301.840356
0.89,mixed_fbm,1500,750,10.0,0.001333,full,4.63005,2.312506,14.907188
0.9,mixed_fbm,1500,750,10.0,0.001333,full,4.05448,2.253664,13.542554
0.1,mixed_fbm,1250,625,5.0,0.0016,full,319.157525,94.212596,321.753911
0.08,mixed_fbm,1250,625,10.0,0.0016,full,385.135844,124.45031,386.011077
0.92,mixed_fbm,1250,625,10.0,0.0016,full,3.024343,2.104597,10.176989
0.12,mixed_fbm,1500,750,5.0,0.001333,full,326.630839,83.408968,329.064153
0.88,mixed_fbm,1500,750,5.0,0.001333,full,1.262695,1.21519,5.919068
0.07,mixed_fbm,1000,500,1.0,0.002,full,256.338454,98.10077,233.652209
0.93,mixed_fbm,1000,500,1.0,0.002,full,0.014086,0.120484,0.212928
0.05,mixed_fbm,1000,500,10.0,0.002,full,400.935351,153.94778,402.133532
0.95,mixed_fbm,1000,500,10.0,0.002,full,1.970273,1.89436,6.37011
0.06,mixed_fbm,1000,500,5.0,0.002,full,357.903307,132.921982,361.607567
0.94,mixed_fbm,1000,500,5.0,0.002,full,0.726318,1.069767,2.742571
0.09,mixed_fbm,1250,625,5.0,0.0016,full,348.106607,107.995064,351.021828
0.91,mixed_fbm,1250,625,5.0,0.0016,full,0.932996,1.138488,4.112185
0.1,mixed_fbm,1500,750,10.0,0.001333,full,392.760748,110.750562,393.549697
0.07,mixed_fbm,1250,625,10.0,0.0016,full,421.708113,142.978525,422.720511
0.93,mixed_fbm,1250,625,10.0,0.0016,full,2.636951,2.041431,9.019585
0.11,mixed_fbm,1500,750,5.0,0.001333,full,356.053641,95.902436,358.747164
0.89,mixed_fbm,1500,750,5.0,0.001333,full,1.140765,1.191918,5.367586
0.9,mixed_fbm,1500,750,5.0,0.001333,full,1.034209,1.168576,4.84103
0.09,mixed_fbm,1250,625,1.0,0.0016,full,278.942706,92.113422,243.280662
0.91,mixed_fbm,1250,625,1.0,0.0016,full,0.015197,0.123739,0.264096
0.09,mixed_fbm,1500,750,10.0,0.001333,full,428.730802,127.382284,429.620833
0.91,mixed_fbm,1500,750,10.0,0.001333,full,3.539749,2.191414,12.195013
0.08,mixed_fbm,1250,625,5.0,0.0016,full,380.158725,123.89264,383.46804
0.92,mixed_fbm,1250,625,5.0,0.0016,full,0.855103,1.11681,3.679763
0.02,mixed_fbm,1500,750,0.2,0.001333,full,275.302679,177.169922,415.761768
0.06,mixed_fbm,1000,500,1.0,0.002,full,279.697777,112.166163,255.411531
0.94,mixed_fbm,1000,500,1.0,0.002,full,0.013625,0.119129,0.194924
0.1,mixed_fbm,1500,750,5.0,0.001333,full,388.244599,110.277289,391.24754
0.05,mixed_fbm,1000,500,5.0,0.002,full,394.248564,153.13145,398.613635
0.95,mixed_fbm,1000,500,5.0,0.002,full,0.679087,1.051343,2.408985
0.04,mixed_fbm,1000,500,10.0,0.002,full,445.438316,178.6519,442.122456
0.96,mixed_fbm,1000,500,10.0,0.002,full,1.719726,1.831156,5.402496
0.07,mixed_fbm,1250,625,5.0,0.0016,full,415.977697,142.335146,419.78764
0.97,mixed_fbm,1000,500,10.0,0.002,full,1.506034,1.768096,4.450724
0.93,mixed_fbm,1250,625,5.0,0.0016,full,0.787853,1.0956,3.269371
0.06,mixed_fbm,1250,625,10.0,0.0016,full,463.233248,164.680835,464.428035
0.94,mixed_fbm,1250,625,10.0,0.0016,full,2.294558,1.976322,7.887393
0.08,mixed_fbm,1500,750,10.0,0.001333,full,468.643732,146.622154,469.659626
0.92,mixed_fbm,1500,750,10.0,0.001333,full,3.082109,2.126431,10.874021
0.99,mixed_fbm,250,125,1.0,0.008,full,0.011756,0.111695,0.118374
0.99,mixed_fbm,250,125,0.2,0.008,full,2.5e-05,0.004986,0.00524
0.99,mixed_fbm,500,250,0.2,0.004,full,2.5e-05,0.005013,0.005168
0.99,mixed_fbm,500,250,1.0,0.004,full,0.011806,0.11228,0.120591
0.99,mixed_fbm,250,125,5.0,0.008,markovian,0.56461,0.984867,1.145116
0.99,mixed_fbm,250,125,10.0,0.008,markovian,1.189671,1.623534,2.181167
0.99,mixed_fbm,750,375,1.0,0.002667,full,0.011824,0.11248,-0.0
0.99,mixed_fbm,750,375,5.0,0.002667,full,0.567321,0.993568,-0.0
0.99,mixed_fbm,750,375,0.2,0.002667,full,2.5e-05,0.004974,-0.0
0.99,fbm,250,250,1.0,1.0,full,,6.826379,45.233449
0.99,fbm,500,500,1.0,1.0,full,,6.515708,88.714146
0.99,fbm,750,750,1.0,1.0,full,,6.055637,132.159724
0.99,fbm,1000,1000,1.0,1.0,full,,5.968042,175.591007
0.99,fbm,1250,1250,1.0,1.0,full,,5.362874,219.014479
0.99,fbm,1500,1500,1.0,1.0,full,,5.299368,262.433019
0.99,mixed_fbm,1000,500,0.2,0.002,full,2.5e-05,0.004959,0.0
0.99,mixed_fbm,500,250,10.0,0.004,markovian,1.198633,1.642316,2.048953
0.99,mixed_fbm,1250,625,0.2,0.0016,full,2.5e-05,0.004973,0.0
0.99,mixed_fbm,500,250,5.0,0.004,markovian,0.566589,0.991147,1.193983
0.99,mixed_fbm,1500,750,0.2,0.001333,full,2.5e-05,0.005033,-0.0
0.99,mixed_fbm,750,375,10.0,0.002667,full,1.202244,1.649857,1.834227
0.05,mixed_fbm,1000,500,1.0,0.002,markovian,305.694205,128.562216,343.548698
0.95,mixed_fbm,1000,500,1.0,0.002,markovian,0.013203,0.117754,-0.0
0.04,mixed_fbm,1000,500,1.0,0.002,markovian,335.002798,147.991843,378.179209
0.96,mixed_fbm,1000,500,1.0,0.002,markovian,0.012817,0.116437,0.0
0.04,mixed_fbm,1000,500,5.0,0.002,full,437.116359,177.620185,442.648941
0.96,mixed_fbm,1000,500,5.0,0.002,full,0.639857,1.034102,2.092624
0.97,mixed_fbm,1000,500,5.0,0.002,full,0.608287,1.018479,1.793135
0.97,mixed_fbm,1000,500,1.0,0.002,markovian,0.012462,0.115128,-0.0
0.03,mixed_fbm,1000,500,1.0,0.002,markovian,368.659504,171.657115,419.093245
0.98,mixed_fbm,1000,500,1.0,0.002,markovian,0.012135,0.113863,-0.0
0.99,mixed_fbm,1000,500,1.0,0.002,markovian,0.011832,0.112604,0.0
0.03,mixed_fbm,1000,500,10.0,0.002,full,500.549101,209.825138,502.573274
0.03,mixed_fbm,1000,500,5.0,0.002,full,489.598469,208.419453,496.87873
0.98,mixed_fbm,1000,500,10.0,0.002,full,1.331558,1.707318,2.411823
0.08,mixed_fbm,1250,625,1.0,0.0016,full,304.092817,105.521509,337.338543
0.92,mixed_fbm,1250,625,1.0,0.0016,full,0.014628,0.122276,0.0
0.99,mixed_fbm,1000,500,10.0,0.002,full,1.204262,1.654054,1.521412
0.06,mixed_fbm,1250,625,5.0,0.0016,full,456.511681,163.923384,460.980266
0.94,mixed_fbm,1250,625,5.0,0.0016,full,0.730328,1.075097,-0.0
0.07,mixed_fbm,1250,625,1.0,0.0016,markovian,331.669161,120.94499,368.284452
0.11,mixed_fbm,1500,750,1.0,0.001333,full,288.718263,82.13649,318.584491
0.89,mixed_fbm,1500,750,1.0,0.001333,full,0.01658,0.127145,-0.0
0.9,mixed_fbm,1500,750,1.0,0.001333,full,0.015868,0.125596,0.0
0.93,mixed_fbm,1250,625,1.0,0.0016,markovian,0.014113,0.12083,-0.0
0.05,mixed_fbm,1250,625,10.0,0.0016,full,511.27327,190.472194,512.722951
0.06,mixed_fbm,1250,625,1.0,0.0016,markovian,362.128133,138.795551,402.812273
0.09,mixed_fbm,1500,750,5.0,0.001333,full,423.651225,126.848077,427.028627
0.91,mixed_fbm,1500,750,5.0,0.001333,full,0.941482,1.145389,0.0
0.95,mixed_fbm,1250,625,10.0,0.0016,full,1.99448,1.909899,5.561225
0.94,mixed_fbm,1250,625,1.0,0.0016,markovian,0.013645,0.119405,0.0
0.6,mixed_fbm,100,50,5.0,0.02,markovian,0.400341,0.156383,0.468716
0.85,mixed_fbm,100,50,5.0,0.02,markovian,0.946345,0.883837,1.999575
0.55,mixed_fbm,100,50,5.0,0.02,markovian,0.116781,0.043498,0.130259
0.7,mixed_fbm,100,50,5.0,0.02,markovian,1.012707,0.488462,1.406
0.65,mixed_fbm,100,50,5.0,0.02,markovian,0.738285,0.31334,0.92806
0.75,mixed_fbm,100,50,5.0,0.02,markovian,1.136747,0.655401,1.794115
0.8,mixed_fbm,100,50,5.0,0.02,markovian,1.09591,0.791503,2.004755
0.9,mixed_fbm,100,50,5.0,0.02,markovian,0.767321,0.932684,1.794295
0.85,mixed_fbm,100,50,1.0,0.02,markovian,0.016826,0.111767,0.18934
0.9,mixed_fbm,100,50,1.0,0.02,markovian,0.014484,0.112797,0.163477
0.61,mixed_fbm,100,50,5.0,0.02,markovian,0.467425,0.185059,0.553972
0.56,mixed_fbm,100,50,5.0,0.02,markovian,0.163516,0.061343,0.18389
0.91,mixed_fbm,100,50,5.0,0.02,markovian,0.733899,0.938191,1.733237
0.66,mixed_fbm,100,50,5.0,0.02,markovian,0.801788,0.347763,1.025665
0.91,mixed_fbm,100,50,1.0,0.02,markovian,0.014088,0.112729,0.157989
0.76,mixed_fbm,100,50,5.0,0.02,markovian,1.140769,0.685678,1.852504
0.81,mixed_fbm,100,50,5.0,0.02,markovian,1.072137,0.813659,2.021181
0.86,mixed_fbm,100,50,5.0,0.02,markovian,0.910535,0.896841,1.973262
0.71,mixed_fbm,100,50,5.0,0.02,markovian,1.051225,0.523321,1.494128
0.86,mixed_fbm,100,50,1.0,0.02,markovian,0.016307,0.112184,0.184492
0.8,mixed_fbm,100,50,1.0,0.02,full,0.019799,0.10763,0.209057
0.55,mixed_fbm,100,50,1.0,0.02,full,0.009827,0.013001,0.037647
0.75,mixed_fbm,100,50,1.0,0.02,full,0.023194,0.099097,0.216531
0.65,mixed_fbm,100,50,1.0,0.02,full,0.02669,0.064331,0.16808
0.81,mixed_fbm,100,50,1.0,0.02,full,0.019158,0.108766,0.205877
0.6,mixed_fbm,100,50,1.0,0.02,full,0.021733,0.038613,0.107233
0.7,mixed_fbm,100,50,1.0,0.02,full,0.026155,0.084889,0.204751
0.66,mixed_fbm,100,50,1.0,0.02,full,0.026918,0.068935,0.17752
0.61,mixed_fbm,100,50,1.0,0.02,full,0.023304,0.043999,0.120891
0.71,mixed_fbm,100,50,1.0,0.02,full,0.025674,0.088233,0.208968
0.76,mixed_fbm,100,50,1.0,0.02,full,0.022509,0.10122,0.216351
0.56,mixed_fbm,100,50,1.0,0.02,full,0.012597,0.017648,0.050756
0.55,mixed_fbm,200,100,5.0,0.01,markovian,0.233943,0.062573,0.262724
0.6,mixed_fbm,200,100,5.0,0.01,markovian,0.775275,0.220547,0.926038
0.65,mixed_fbm,200,100,5.0,0.01,markovian,1.355282,0.430812,1.777942
0.8,mixed_fbm,200,100,5.0,0.01,markovian,1.500828,0.958555,3.199532
0.7,mixed_fbm,200,100,5.0,0.01,markovian,1.718859,0.649206,2.574621
0.75,mixed_fbm,200,100,5.0,0.01,markovian,1.743422,0.834315,3.089585
0.56,mixed_fbm,200,100,5.0,0.01,markovian,0.325747,0.087919,0.369584
0.85,mixed_fbm,200,100,5.0,0.01,markovian,1.160647,1.01624,2.924457
0.85,mixed_fbm,200,100,1.0,0.01,markovian,0.01808,0.119953,0.240509
0.9,mixed_fbm,200,100,5.0,0.01,markovian,0.855922,1.020608,2.380755
0.61,mixed_fbm,200,100,5.0,0.01,markovian,0.89717,0.259809,1.088799
0.66,mixed_fbm,200,100,5.0,0.01,markovian,1.451959,0.475263,1.949713
0.9,mixed_fbm,200,100,1.0,0.01,markovian,0.015053,0.118059,0.192649
0.76,mixed_fbm,200,100,5.0,0.01,markovian,1.711232,0.864546,3.14533
0.81,mixed_fbm,200,100,5.0,0.01,markovian,1.43524,0.975212,3.172465
0.71,mixed_fbm,200,100,5.0,0.01,markovian,1.751226,0.69005,2.706099
0.86,mixed_fbm,200,100,5.0,0.01,markovian,1.094025,1.020723,2.832726
0.91,mixed_fbm,200,100,5.0,0.01,markovian,0.805436,1.017067,2.251959
0.55,mixed_fbm,200,100,1.0,0.01,full,0.018205,0.018081,0.07296
0.7,mixed_fbm,200,100,1.0,0.01,full,0.034825,0.101534,0.324124
0.8,mixed_fbm,200,100,1.0,0.01,full,0.022399,0.119081,0.285984
0.86,mixed_fbm,200,100,1.0,0.01,markovian,0.017383,0.119748,0.23088
0.6,mixed_fbm,200,100,1.0,0.01,full,0.036009,0.050945,0.195125
0.91,mixed_fbm,200,100,1.0,0.01,markovian,0.014571,0.117467,0.183383
0.65,mixed_fbm,200,100,1.0,0.01,full,0.039493,0.080653,0.285677
0.75,mixed_fbm,200,100,1.0,0.01,markovian,0.028196,0.113672,0.318776
0.55,mixed_fbm,300,150,5.0,0.006667,markovian,0.349711,0.075988,0.394417
0.56,mixed_fbm,200,100,1.0,0.01,markovian,0.022835,0.024287,0.097187
0.61,mixed_fbm,200,100,1.0,0.01,full,0.037741,0.057448,0.217069
0.6,mixed_fbm,300,150,5.0,0.006667,markovian,1.13545,0.265009,1.373996
0.65,mixed_fbm,300,150,5.0,0.006667,markovian,1.918115,0.510109,2.58845
0.71,mixed_fbm,200,100,1.0,0.01,full,0.033522,0.104609,0.326062
0.81,mixed_fbm,200,100,1.0,0.01,full,0.021417,0.119554,0.277506
0.76,mixed_fbm,200,100,1.0,0.01,markovian,0.026929,0.115219,0.313886
0.56,mixed_fbm,300,150,5.0,0.006667,markovian,0.485372,0.106564,0.553777
0.75,mixed_fbm,300,150,5.0,0.006667,markovian,2.199753,0.942768,4.204471
0.8,mixed_fbm,300,150,5.0,0.006667,markovian,1.769127,1.052212,4.156552
0.61,mixed_fbm,300,150,5.0,0.006667,markovian,1.306647,0.311396,1.610467
0.7,mixed_fbm,300,150,5.0,0.006667,markovian,2.312108,0.753039,3.642143
0.9,mixed_fbm,300,150,5.0,0.006667,markovian,0.901182,1.062255,2.781121
0.85,mixed_fbm,300,150,5.0,0.006667,markovian,1.28526,1.084476,3.609506
0.85,mixed_fbm,300,150,1.0,0.006667,markovian,0.018685,0.123737,0.275416
0.66,mixed_fbm,300,150,5.0,0.006667,markovian,2.036853,0.560709,2.824614
0.66,mixed_fbm,200,100,1.0,0.01,full,0.038964,0.085584,0.297514
0.55,mixed_fbm,300,150,1.0,0.006667,markovian,0.025947,0.021505,0.106905
0.9,mixed_fbm,300,150,1.0,0.006667,markovian,0.015298,0.120335,0.211288
0.76,mixed_fbm,300,150,5.0,0.006667,markovian,2.12993,0.971387,4.242939
0.81,mixed_fbm,300,150,5.0,0.006667,markovian,1.669633,1.064294,4.080656
0.71,mixed_fbm,300,150,5.0,0.006667,markovian,2.327583,0.796548,3.80145
0.91,mixed_fbm,300,150,5.0,0.006667,markovian,0.841034,1.053805,2.600221
0.56,mixed_fbm,300,150,1.0,0.006667,full,0.032122,0.02871,0.1414
0.6,mixed_fbm,300,150,1.0,0.006667,full,0.047977,0.058771,0.275494
0.55,mixed_fbm,400,200,5.0,0.005,markovian,0.464531,0.086596,0.525574
0.86,mixed_fbm,300,150,1.0,0.006667,markovian,0.01789,0.1232,0.262127
0.86,mixed_fbm,300,150,5.0,0.006667,markovian,1.197987,1.083495,3.45916
0.75,mixed_fbm,300,150,1.0,0.006667,markovian,0.031219,0.121311,0.397558
0.91,mixed_fbm,300,150,1.0,0.006667,markovian,0.014774,0.119487,0.199381
0.7,mixed_fbm,300,150,1.0,0.006667,full,0.040682,0.11083,0.421682
0.6,mixed_fbm,400,200,5.0,0.005,markovian,1.485783,0.299842,1.815656
0.56,mixed_fbm,400,200,5.0,0.005,markovian,0.643238,0.121288,0.736945
0.76,mixed_fbm,300,150,1.0,0.006667,markovian,0.029541,0.122463,0.388149
0.61,mixed_fbm,300,150,1.0,0.006667,full,0.049596,0.065877,0.30408
0.65,mixed_fbm,400,200,5.0,0.005,markovian,2.445824,0.571113,3.372599
0.8,mixed_fbm,300,150,1.0,0.006667,full,0.023804,0.124718,0.341806
0.61,mixed_fbm,400,200,5.0,0.005,markovian,1.702649,0.351699,2.123282
0.7,mixed_fbm,400,200,5.0,0.005,markovian,2.836998,0.830458,4.644018
0.8,mixed_fbm,400,200,5.0,0.005,markovian,1.971898,1.115683,4.978848
0.75,mixed_fbm,400,200,5.0,0.005,markovian,2.574265,1.020149,5.208828
0.71,mixed_fbm,300,150,1.0,0.006667,markovian,0.038707,0.113637,0.420646
0.55,mixed_fbm,400,200,1.0,0.005,full,0.033295,0.024138,0.139975
0.9,mixed_fbm,400,200,5.0,0.005,markovian,0.930315,1.087726,3.092539
0.85,mixed_fbm,400,200,1.0,0.005,markovian,0.019064,0.126036,0.302783
0.65,mixed_fbm,300,150,1.0,0.006667,markovian,0.049148,0.090373,0.387467
0.85,mixed_fbm,400,200,5.0,0.005,markovian,1.372051,1.128354,4.169619
0.66,mixed_fbm,400,200,5.0,0.005,markovian,2.579847,0.626107,3.666732
0.9,mixed_fbm,400,200,1.0,0.005,markovian,0.015441,0.121665,0.225336
0.56,mixed_fbm,400,200,1.0,0.005,markovian,0.040832,0.032086,0.184209
0.71,mixed_fbm,400,200,5.0,0.005,markovian,2.830468,0.87533,4.821811
0.75,mixed_fbm,400,200,1.0,0.005,markovian,0.033404,0.126321,0.464162
0.81,mixed_fbm,400,200,5.0,0.005,markovian,1.843869,1.124029,4.853357
0.81,mixed_fbm,300,150,1.0,0.006667,full,0.02261,0.124799,0.328854
0.6,mixed_fbm,400,200,1.0,0.005,full,0.058639,0.06456,0.351275
0.76,mixed_fbm,400,200,5.0,0.005,markovian,2.468024,1.046866,5.22277
0.66,mixed_fbm,300,150,1.0,0.006667,full,0.047853,0.095372,0.400207
0.86,mixed_fbm,400,200,1.0,0.005,markovian,0.018204,0.125282,0.286436
0.86,mixed_fbm,400,200,5.0,0.005,markovian,1.269249,1.123447,3.96626
0.91,mixed_fbm,400,200,5.0,0.005,markovian,0.863591,1.076055,2.868418
0.91,mixed_fbm,400,200,1.0,0.005,markovian,0.01489,0.120658,0.211339
0.7,mixed_fbm,400,200,1.0,0.005,markovian,0.045223,0.117172,0.507283
0.76,mixed_fbm,400,200,1.0,0.005,markovian,0.031402,0.127178,0.450465
0.61,mixed_fbm,400,200,1.0,0.005,full,0.060016,0.072062,0.385551
0.55,mixed_fbm,600,300,5.0,0.003333,markovian,0.69214,0.103173,0.786727
0.71,mixed_fbm,400,200,1.0,0.005,markovian,0.042672,0.119749,0.503025
0.6,mixed_fbm,600,300,5.0,0.003333,markovian,2.165546,0.353749,2.685458
0.65,mixed_fbm,400,200,1.0,0.005,markovian,0.057178,0.097279,0.48012
0.8,mixed_fbm,400,200,1.0,0.005,markovian,0.02475,0.128276,0.387262
0.65,mixed_fbm,600,300,5.0,0.003333,markovian,3.428672,0.66366,4.884694
0.55,mixed_fbm,600,300,1.0,0.003333,markovian,0.047211,0.028136,0.204325
0.66,mixed_fbm,400,200,1.0,0.005,markovian,0.055143,0.102269,0.493005
0.7,mixed_fbm,600,300,5.0,0.003333,markovian,3.75432,0.943945,6.512124
0.56,mixed_fbm,600,300,5.0,0.003333,markovian,0.955213,0.144262,1.101078
0.75,mixed_fbm,600,300,5.0,0.003333,markovian,3.178693,1.128387,7.00098
0.81,mixed_fbm,400,200,1.0,0.005,markovian,0.023403,0.128084,0.370353
0.8,mixed_fbm,600,300,5.0,0.003333,markovian,2.272793,1.199938,6.376046
0.85,mixed_fbm,600,300,1.0,0.003333,markovian,0.019538,0.128801,0.345479
0.61,mixed_fbm,600,300,5.0,0.003333,markovian,2.466116,0.413888,3.129912
0.85,mixed_fbm,600,300,5.0,0.003333,markovian,1.490845,1.183697,5.075074
0.9,mixed_fbm,600,300,5.0,0.003333,markovian,0.96726,1.118372,3.571989
0.75,mixed_fbm,600,300,1.0,0.003333,markovian,0.036533,0.132809,0.576202
0.9,mixed_fbm,600,300,1.0,0.003333,markovian,0.015607,0.123205,0.245957
0.6,mixed_fbm,600,300,1.0,0.003333,markovian,0.077538,0.073011,0.49385
0.7,mixed_fbm,600,300,1.0,0.003333,markovian,0.052207,0.125711,0.656809
0.66,mixed_fbm,600,300,5.0,0.003333,markovian,3.580119,0.724758,5.281355
0.56,mixed_fbm,600,300,1.0,0.003333,markovian,0.05712,0.037173,0.266979
0.71,mixed_fbm,600,300,5.0,0.003333,markovian,3.696236,0.989831,6.709018
0.76,mixed_fbm,600,300,5.0,0.003333,markovian,3.004595,1.151362,6.954456
0.65,mixed_fbm,600,300,1.0,0.003333,markovian,0.070442,0.106957,0.648058
