H,model,n,N,alpha,delta_t,strategy,value_sum,value_markovian,value_full
0.1,mixed_fbm,1500,750,0.2,0.001333,both,111.940481,46.462316,
0.66,mixed_fbm,750,375,1.0,0.002667,both,0.074443,0.115048,
0.39,mixed_fbm,1000,500,0.2,0.002,both,0.040999,0.05918,
0.14,mixed_fbm,1250,625,0.2,0.0016,both,49.034086,20.088613,
0.04,mixed_fbm,1250,625,1.0,0.0016,both,434.540549,184.440333,
0.67,mixed_fbm,750,375,1.0,0.002667,both,0.069863,0.118771,
0.4,mixed_fbm,1000,500,0.2,0.002,both,0.026812,0.041116,
0.08,mixed_fbm,1250,625,5.0,0.0016,both,380.158725,123.796279,
0.21,mixed_fbm,750,375,10.0,0.002667,both,71.303011,14.998463,
0.41,mixed_fbm,1000,500,0.2,0.002,both,0.01716,0.026421,
0.06,mixed_fbm,1500,750,5.0,0.001333,both,556.337237,194.065646,
0.68,mixed_fbm,750,375,1.0,0.002667,both,0.065253,0.122023,
0.42,mixed_fbm,1000,500,0.2,0.002,both,0.0107,0.019749,
0.69,mixed_fbm,750,375,1.0,0.002667,both,0.060725,0.125296,
0.43,mixed_fbm,1000,500,0.2,0.002,both,0.006459,0.012925,
0.22,mixed_fbm,750,375,10.0,0.002667,both,64.864502,13.167873,
0.13,mixed_fbm,1000,500,5.0,0.002,both,194.150802,52.278136,
0.44,mixed_fbm,1000,500,0.2,0.002,both,0.003739,0.007556,
0.7,mixed_fbm,750,375,1.0,0.002667,both,0.05636,0.127502,
0.45,mixed_fbm,1000,500,0.2,0.002,both,0.002045,0.00351,
0.46,mixed_fbm,1000,500,0.2,0.002,both,0.00103,0.001951,
0.47,mixed_fbm,1000,500,0.2,0.002,both,0.000456,1.9e-05,
0.48,mixed_fbm,1000,500,0.2,0.002,both,0.00016,7e-06,
0.05,mixed_fbm,1500,750,1.0,0.001333,both,488.59936,190.333881,
0.71,mixed_fbm,750,375,1.0,0.002667,both,0.052211,0.129285,
0.49,mixed_fbm,1000,500,0.2,0.002,both,3.1e-05,2e-06,
0.5,mixed_fbm,1000,500,0.2,0.002,both,-0.0,0.0,
0.15,mixed_fbm,1250,625,0.2,0.0016,both,42.02822,16.971866,
0.51,mixed_fbm,1000,500,0.2,0.002,both,2e-05,1e-06,
0.13,mixed_fbm,1000,500,10.0,0.002,both,196.580307,52.563464,
0.52,mixed_fbm,1000,500,0.2,0.002,both,6.2e-05,4e-06,
0.53,mixed_fbm,1000,500,0.2,0.002,both,0.00011,8e-06,
0.11,mixed_fbm,1500,750,0.2,0.001333,both,98.468573,39.512143,
0.12,mixed_fbm,1000,500,1.0,0.002,both,166.504114,50.629967,
0.54,mixed_fbm,1000,500,0.2,0.002,both,0.000155,1.2e-05,
0.72,mixed_fbm,750,375,1.0,0.002667,both,0.048316,0.129883,
0.55,mixed_fbm,1000,500,0.2,0.002,both,0.000191,1.6e-05,
0.56,mixed_fbm,1000,500,0.2,0.002,both,0.000219,2e-05,
0.57,mixed_fbm,1000,500,0.2,0.002,both,0.000237,2.4e-05,
0.1,mixed_fbm,750,375,5.0,0.002667,both,183.404634,60.382272,
0.58,mixed_fbm,1000,500,0.2,0.002,both,0.000247,2.7e-05,
0.59,mixed_fbm,1000,500,0.2,0.002,both,0.000249,3e-05,
0.6,mixed_fbm,1000,500,0.2,0.002,both,0.000246,3.2e-05,
0.61,mixed_fbm,1000,500,0.2,0.002,both,0.000239,3.4e-05,
0.73,mixed_fbm,750,375,1.0,0.002667,both,0.044692,0.131446,
0.62,mixed_fbm,1000,500,0.2,0.002,both,0.000229,3.6e-05,
0.63,mixed_fbm,1000,500,0.2,0.002,both,0.000217,3.7e-05,
0.64,mixed_fbm,1000,500,0.2,0.002,both,0.000204,3.9e-05,
0.74,mixed_fbm,750,375,1.0,0.002667,both,0.041347,0.130179,
0.65,mixed_fbm,1000,500,0.2,0.002,both,0.00019,3.9e-05,
0.66,mixed_fbm,1000,500,0.2,0.002,both,0.000176,4e-05,
0.67,mixed_fbm,1000,500,0.2,0.002,both,0.000163,4e-05,
0.68,mixed_fbm,1000,500,0.2,0.002,both,0.00015,4e-05,
0.75,mixed_fbm,750,375,1.0,0.002667,both,0.038279,0.132448,
0.69,mixed_fbm,1000,500,0.2,0.002,both,0.000138,4e-05,
0.7,mixed_fbm,1000,500,0.2,0.002,both,0.000127,4e-05,
0.71,mixed_fbm,1000,500,0.2,0.002,both,0.000117,4e-05,
0.23,mixed_fbm,750,375,10.0,0.002667,both,58.882418,11.548983,
0.14,mixed_fbm,1000,500,10.0,0.002,both,180.453197,46.069108,
0.16,mixed_fbm,1250,625,0.2,0.0016,both,35.766517,14.295519,
0.72,mixed_fbm,1000,500,0.2,0.002,both,0.000107,3.9e-05,
0.73,mixed_fbm,1000,500,0.2,0.002,both,9.9e-05,3.9e-05,
0.74,mixed_fbm,1000,500,0.2,0.002,both,9.1e-05,3.8e-05,
0.75,mixed_fbm,1000,500,0.2,0.002,both,8.4e-05,3.8e-05,
0.14,mixed_fbm,1000,500,5.0,0.002,both,178.226813,45.818351,
0.76,mixed_fbm,750,375,1.0,0.002667,both,0.03548,0.132721,
0.76,mixed_fbm,1000,500,0.2,0.002,both,7.8e-05,3.7e-05,
0.24,mixed_fbm,750,375,10.0,0.002667,both,53.326987,10.116285,
0.77,mixed_fbm,1000,500,0.2,0.002,both,7.2e-05,3.7e-05,
0.78,mixed_fbm,1000,500,0.2,0.002,both,6.7e-05,3.6e-05,
0.79,mixed_fbm,1000,500,0.2,0.002,both,6.2e-05,3.5e-05,
0.77,mixed_fbm,750,375,1.0,0.002667,both,0.032937,0.13208,
0.8,mixed_fbm,1000,500,0.2,0.002,both,5.8e-05,3.5e-05,
0.81,mixed_fbm,1000,500,0.2,0.002,both,5.4e-05,3.4e-05,
0.12,mixed_fbm,1500,750,0.2,0.001333,both,86.176014,33.556275,
0.82,mixed_fbm,1000,500,0.2,0.002,both,5.1e-05,3.3e-05,
0.83,mixed_fbm,1000,500,0.2,0.002,both,4.8e-05,3.2e-05,
0.13,mixed_fbm,1000,500,1.0,0.002,both,152.472259,44.324553,
0.84,mixed_fbm,1000,500,0.2,0.002,both,4.6e-05,3.2e-05,
0.85,mixed_fbm,1000,500,0.2,0.002,both,4.3e-05,3.1e-05,
0.86,mixed_fbm,1000,500,0.2,0.002,both,4.1e-05,3e-05,
0.09,mixed_fbm,1250,625,10.0,0.0016,both,352.490783,108.439471,
0.87,mixed_fbm,1000,500,0.2,0.002,both,3.9e-05,3e-05,
0.78,mixed_fbm,750,375,1.0,0.002667,both,0.030633,0.13208,
0.25,mixed_fbm,750,375,10.0,0.002667,both,48.171135,8.849536,
0.88,mixed_fbm,1000,500,0.2,0.002,both,3.7e-05,2.9e-05,
0.89,mixed_fbm,1000,500,0.2,0.002,both,3.6e-05,2.8e-05,
0.9,mixed_fbm,1000,500,0.2,0.002,both,3.4e-05,2.8e-05,
0.91,mixed_fbm,1000,500,0.2,0.002,both,3.3e-05,2.7e-05,
0.15,mixed_fbm,1000,500,10.0,0.002,both,165.564657,40.381825,
0.92,mixed_fbm,1000,500,0.2,0.002,both,3.2e-05,2.6e-05,
0.79,mixed_fbm,750,375,1.0,0.002667,both,0.028552,0.130757,
0.17,mixed_fbm,1250,625,0.2,0.0016,both,30.206251,12.002246,
0.93,mixed_fbm,1000,500,0.2,0.002,both,3.1e-05,2.6e-05,
0.94,mixed_fbm,1000,500,0.2,0.002,both,3e-05,2.5e-05,
0.95,mixed_fbm,1000,500,0.2,0.002,both,2.9e-05,2.5e-05,
0.09,mixed_fbm,1250,625,5.0,0.0016,both,348.106607,107.952384,
0.96,mixed_fbm,1000,500,0.2,0.002,both,2.8e-05,2.4e-05,
0.97,mixed_fbm,1000,500,0.2,0.002,both,2.7e-05,2.4e-05,
0.98,mixed_fbm,1000,500,0.2,0.002,both,2.6e-05,2.3e-05,
0.26,mixed_fbm,750,375,10.0,0.002667,both,43.390106,7.728644,
0.07,mixed_fbm,1500,750,10.0,0.001333,both,513.369918,168.886589,
0.8,mixed_fbm,750,375,1.0,0.002667,both,0.026676,0.131381,
0.81,mixed_fbm,750,375,1.0,0.002667,both,0.024987,0.129575,
0.11,mixed_fbm,750,375,5.0,0.002667,both,168.500211,53.205908,
0.15,mixed_fbm,1000,500,5.0,0.002,both,163.51595,40.153821,
0.82,mixed_fbm,750,375,1.0,0.002667,both,0.023468,0.128898,
0.16,mixed_fbm,1000,500,10.0,0.002,both,151.792776,35.387185,
0.27,mixed_fbm,750,375,10.0,0.002667,both,38.961162,6.736714,
0.18,mixed_fbm,1250,625,0.2,0.0016,both,25.304484,10.040382,
0.13,mixed_fbm,1500,750,0.2,0.001333,both,74.996334,28.44747,
0.07,mixed_fbm,1500,750,5.0,0.001333,both,506.707451,168.072394,
0.14,mixed_fbm,1000,500,1.0,0.002,both,139.450015,38.777807,
0.83,mixed_fbm,750,375,1.0,0.002667,both,0.022102,0.128176,
0.84,mixed_fbm,750,375,1.0,0.002667,both,0.020874,0.12707,
0.28,mixed_fbm,750,375,10.0,0.002667,both,34.863333,5.85896,
0.85,mixed_fbm,750,375,1.0,0.002667,both,0.01977,0.125857,
0.17,mixed_fbm,1000,500,10.0,0.002,both,139.035371,31.002919,
0.86,mixed_fbm,750,375,1.0,0.002667,both,0.018776,0.124397,
0.29,mixed_fbm,750,375,10.0,0.002667,both,31.077217,5.082249,
0.19,mixed_fbm,1250,625,0.2,0.0016,both,21.017537,8.366543,
0.87,mixed_fbm,750,375,1.0,0.002667,both,0.017881,0.123571,
0.16,mixed_fbm,1000,500,5.0,0.002,both,149.900873,35.179847,
0.88,mixed_fbm,750,375,1.0,0.002667,both,0.017073,0.121257,
0.15,mixed_fbm,1000,500,1.0,0.002,both,127.351508,33.903391,
0.89,mixed_fbm,750,375,1.0,0.002667,both,0.016344,0.119433,
0.1,mixed_fbm,1250,625,10.0,0.0016,both,323.06203,94.608368,
0.18,mixed_fbm,1000,500,10.0,0.002,both,127.205473,27.151907,
0.14,mixed_fbm,1500,750,0.2,0.001333,both,64.869556,24.063615,
0.3,mixed_fbm,750,375,10.0,0.002667,both,27.584812,4.395124,
0.05,mixed_fbm,1250,625,1.0,0.0016,both,396.107327,159.641375,
0.9,mixed_fbm,750,375,1.0,0.002667,both,0.015684,0.118605,
0.06,mixed_fbm,1500,750,1.0,0.001333,both,446.400202,164.972671,
0.2,mixed_fbm,1250,625,0.2,0.0016,both,17.300696,6.94342,
0.91,mixed_fbm,750,375,1.0,0.002667,both,0.015085,0.118138,
0.31,mixed_fbm,750,375,10.0,0.002667,both,24.369379,3.787643,
0.12,mixed_fbm,750,375,5.0,0.002667,both,154.854209,46.894565,
0.92,mixed_fbm,750,375,1.0,0.002667,both,0.014541,0.116402,
0.1,mixed_fbm,1250,625,5.0,0.0016,both,319.157525,94.189108,
0.17,mixed_fbm,1000,500,5.0,0.002,both,137.282911,30.80933,
0.16,mixed_fbm,1000,500,1.0,0.002,both,116.103608,29.618757,
0.19,mixed_fbm,1000,500,10.0,0.002,both,116.228049,23.769646,
0.93,mixed_fbm,750,375,1.0,0.002667,both,0.014045,0.115292,
0.32,mixed_fbm,750,375,10.0,0.002667,both,21.41532,3.250808,
0.15,mixed_fbm,1500,750,0.2,0.001333,both,55.740105,20.302486,
0.94,mixed_fbm,750,375,1.0,0.002667,both,0.013593,0.113855,
0.21,mixed_fbm,1250,625,0.2,0.0016,both,14.108164,5.73692,
0.33,mixed_fbm,750,375,10.0,0.002667,both,18.708077,2.77655,
0.17,mixed_fbm,1000,500,1.0,0.002,both,105.643209,25.849264,
0.2,mixed_fbm,1000,500,10.0,0.002,both,106.03757,20.797027,
0.95,mixed_fbm,750,375,1.0,0.002667,both,0.013178,0.112984,
0.11,mixed_fbm,1250,625,10.0,0.0016,both,296.335355,82.564403,
0.96,mixed_fbm,750,375,1.0,0.002667,both,0.012798,0.11134,
0.08,mixed_fbm,1500,750,10.0,0.001333,both,468.643732,146.542894,
0.34,mixed_fbm,750,375,10.0,0.002667,both,16.234049,2.358779,
0.18,mixed_fbm,1000,500,5.0,0.002,both,125.577849,26.974804,
0.97,mixed_fbm,750,375,1.0,0.002667,both,0.012447,0.110558,
0.13,mixed_fbm,750,375,5.0,0.002667,both,142.308283,41.330874,
0.21,mixed_fbm,1000,500,10.0,0.002,both,96.576195,18.186616,
0.98,mixed_fbm,750,375,1.0,0.002667,both,0.012123,0.107941,
0.18,mixed_fbm,1000,500,1.0,0.002,both,95.91522,22.542688,
0.22,mixed_fbm,1250,625,0.2,0.0016,both,11.393247,4.718493,
0.35,mixed_fbm,750,375,10.0,0.002667,both,13.980509,1.991529,
0.16,mixed_fbm,1500,750,0.2,0.001333,both,47.555063,17.079523,
0.08,mixed_fbm,1500,750,5.0,0.001333,both,462.867225,145.874289,
0.22,mixed_fbm,1000,500,10.0,0.002,both,87.792389,15.89287,
0.19,mixed_fbm,1000,500,5.0,0.002,both,114.712843,23.603982,
0.36,mixed_fbm,750,375,10.0,0.002667,both,11.935537,1.668278,
0.12,mixed_fbm,1250,625,10.0,0.0016,both,271.925572,72.068298,
0.23,mixed_fbm,1250,625,0.2,0.0016,both,9.108766,3.861886,
0.23,mixed_fbm,1000,500,10.0,0.002,both,79.639857,13.876503,
0.19,mixed_fbm,1000,500,1.0,0.002,both,86.87106,19.641224,
0.37,mixed_fbm,750,375,10.0,0.002667,both,10.08796,1.385094,
0.38,mixed_fbm,750,375,10.0,0.002667,both,8.427296,1.137452,
0.17,mixed_fbm,1500,750,0.2,0.001333,both,40.262747,14.321684,
0.2,mixed_fbm,1000,500,5.0,0.002,both,104.624142,20.647904,
0.11,mixed_fbm,1250,625,5.0,0.0016,both,292.82746,82.208542,
0.39,mixed_fbm,750,375,10.0,0.002667,both,6.9437,0.922034,
0.2,mixed_fbm,1000,500,1.0,0.002,both,78.467507,17.092138,
0.14,mixed_fbm,750,375,5.0,0.002667,both,130.736628,36.42109,
0.24,mixed_fbm,1250,625,0.2,0.0016,both,7.207641,3.14729,
0.24,mixed_fbm,1000,500,10.0,0.002,both,72.076724,12.10327,
0.4,mixed_fbm,750,375,10.0,0.002667,both,5.627918,0.736915,
0.13,mixed_fbm,1250,625,10.0,0.0016,both,249.535539,62.925685,
0.21,mixed_fbm,1000,500,1.0,0.002,both,70.665815,14.853497,
0.21,mixed_fbm,1000,500,5.0,0.002,both,95.255369,18.050421,
0.41,mixed_fbm,750,375,10.0,0.002667,both,4.471242,0.577511,
0.25,mixed_fbm,1000,500,10.0,0.002,both,65.064879,10.543554,
0.25,mixed_fbm,1250,625,0.2,0.0016,both,5.643619,2.551527,
0.42,mixed_fbm,750,375,10.0,0.002667,both,3.465465,0.441987,
0.18,mixed_fbm,1500,750,0.2,0.001333,both,33.811556,11.964884,
0.09,mixed_fbm,1500,750,10.0,0.001333,both,428.730802,127.303266,
0.43,mixed_fbm,750,375,10.0,0.002667,both,2.602841,0.327378,
0.22,mixed_fbm,1000,500,1.0,0.002,both,63.431016,12.889695,
0.07,mixed_fbm,1500,750,1.0,0.001333,both,408.643204,143.326884,
0.26,mixed_fbm,1000,500,10.0,0.002,both,58.56946,9.171042,
0.44,mixed_fbm,750,375,10.0,0.002667,both,1.876044,0.233751,
0.22,mixed_fbm,1000,500,5.0,0.002,both,86.556211,15.767084,
0.15,mixed_fbm,750,375,5.0,0.002667,both,120.037212,32.092725,
0.45,mixed_fbm,750,375,10.0,0.002667,both,1.278127,0.157671,
0.26,mixed_fbm,1250,625,0.2,0.0016,both,4.37204,2.055517,
0.46,mixed_fbm,750,375,10.0,0.002667,both,0.802484,0.098045,
0.47,mixed_fbm,750,375,10.0,0.002667,both,0.442805,0.053524,
0.23,mixed_fbm,1000,500,1.0,0.002,both,56.731366,11.1663,
0.23,mixed_fbm,1000,500,5.0,0.002,both,78.48141,13.761494,
0.27,mixed_fbm,1000,500,10.0,0.002,both,52.558442,7.96338,
0.48,mixed_fbm,750,375,10.0,0.002667,both,0.193034,0.023175,
0.49,mixed_fbm,750,375,10.0,0.002667,both,0.047327,0.005564,
0.5,mixed_fbm,750,375,10.0,0.002667,both,0.0,0.0,
0.51,mixed_fbm,750,375,10.0,0.002667,both,0.045483,0.005307,
0.19,mixed_fbm,1500,750,0.2,0.001333,both,28.149101,9.958379,
0.52,mixed_fbm,750,375,10.0,0.002667,both,0.178259,0.021003,
0.14,mixed_fbm,1250,625,10.0,0.0016,both,228.930161,54.932307,
0.53,mixed_fbm,750,375,10.0,0.002667,both,0.392809,0.046331,
0.54,mixed_fbm,750,375,10.0,0.002667,both,0.683542,0.080689,
0.24,mixed_fbm,1000,500,1.0,0.002,both,50.537887,9.65426,
0.28,mixed_fbm,1000,500,10.0,0.002,both,47.002298,6.900213,
0.55,mixed_fbm,750,375,10.0,0.002667,both,1.044728,0.123487,
0.24,mixed_fbm,1000,500,5.0,0.002,both,70.989981,11.997899,
0.09,mixed_fbm,1500,750,5.0,0.001333,both,423.651225,126.762668,
0.27,mixed_fbm,1250,625,0.2,0.0016,both,3.350604,1.650672,
0.06,mixed_fbm,1250,625,1.0,0.0016,both,362.128133,138.782321,
0.25,mixed_fbm,1000,500,1.0,0.002,both,44.823997,8.328391,
0.56,mixed_fbm,750,375,10.0,0.002667,both,1.470416,0.174065,
0.16,mixed_fbm,750,375,5.0,0.002667,both,110.125748,28.265964,
0.12,mixed_fbm,1250,625,5.0,0.0016,both,268.751473,71.759646,
0.29,mixed_fbm,1000,500,10.0,0.002,both,41.873725,5.96427,
0.57,mixed_fbm,750,375,10.0,0.002667,both,1.954354,0.231974,
0.2,mixed_fbm,1500,750,0.2,0.001333,both,23.221631,8.252304,
0.25,mixed_fbm,1000,500,5.0,0.002,both,64.044591,10.446238,
0.15,mixed_fbm,1250,625,10.0,0.0016,both,209.919268,47.936582,
0.58,mixed_fbm,750,375,10.0,0.002667,both,2.489903,0.296884,
0.1,mixed_fbm,1500,750,10.0,0.001333,both,392.760748,110.67816,
0.26,mixed_fbm,1000,500,1.0,0.002,both,39.565178,7.166687,
0.28,mixed_fbm,1250,625,0.2,0.0016,both,2.54004,1.31727,
0.3,mixed_fbm,1000,500,10.0,0.002,both,37.147408,5.140796,
0.59,mixed_fbm,750,375,10.0,0.002667,both,3.069944,0.368379,
0.26,mixed_fbm,1000,500,5.0,0.002,both,57.611062,9.08085,
0.6,mixed_fbm,750,375,10.0,0.002667,both,3.686793,0.445061,
0.31,mixed_fbm,1000,500,10.0,0.002,both,32.799834,4.41592,
0.29,mixed_fbm,1250,625,0.2,0.0016,both,1.904637,1.045874,
0.21,mixed_fbm,1500,750,0.2,0.001333,both,18.973762,6.809027,
0.27,mixed_fbm,1000,500,1.0,0.002,both,34.738693,6.149014,
0.16,mixed_fbm,1250,625,10.0,0.0016,both,192.345994,41.83109,
0.27,mixed_fbm,1000,500,5.0,0.002,both,51.65798,7.881737,
0.32,mixed_fbm,1000,500,10.0,0.002,both,28.809123,3.778444,
0.61,mixed_fbm,750,375,10.0,0.002667,both,4.332119,0.528218,
0.17,mixed_fbm,750,375,5.0,0.002667,both,100.931461,24.887605,
0.28,mixed_fbm,1000,500,1.0,0.002,both,30.323322,5.258674,
0.33,mixed_fbm,1000,500,10.0,0.002,both,25.154884,3.218205,
0.28,mixed_fbm,1000,500,5.0,0.002,both,46.15637,6.825595,
0.62,mixed_fbm,750,375,10.0,0.002667,both,4.996876,0.615525,
0.3,mixed_fbm,1250,625,0.2,0.0016,both,1.412589,0.825244,
0.17,mixed_fbm,1250,625,10.0,0.0016,both,176.07868,36.494726,
0.22,mixed_fbm,1500,750,0.2,0.001333,both,15.348535,5.591365,
0.34,mixed_fbm,1000,500,10.0,0.002,both,21.818097,2.726397,
0.18,mixed_fbm,750,375,5.0,0.002667,both,92.394043,21.901972,
0.63,mixed_fbm,750,375,10.0,0.002667,both,5.671262,0.706635,
0.29,mixed_fbm,1000,500,5.0,0.002,both,41.079425,5.89621,
0.11,mixed_fbm,1500,750,10.0,0.001333,both,360.104268,96.266762,
0.29,mixed_fbm,1000,500,1.0,0.002,both,26.299114,4.479895,
0.35,mixed_fbm,1000,500,10.0,0.002,both,18.780997,2.294941,
0.08,mixed_fbm,1500,750,1.0,0.001333,both,374.508752,124.669561,
0.31,mixed_fbm,1250,625,0.2,0.0016,both,1.036148,0.646402,
0.64,mixed_fbm,750,375,10.0,0.002667,both,6.344707,0.802468,
0.3,mixed_fbm,1000,500,5.0,0.002,both,36.402291,5.077997,
0.36,mixed_fbm,1000,500,10.0,0.002,both,16.026979,1.918022,
0.13,mixed_fbm,1250,625,5.0,0.0016,both,246.646498,62.634158,
0.3,mixed_fbm,1000,500,1.0,0.002,both,22.647148,3.800486,
0.18,mixed_fbm,1250,625,10.0,0.0016,both,161.005104,31.830871,
0.23,mixed_fbm,1500,750,0.2,0.001333,both,12.287775,4.569299,
0.65,mixed_fbm,750,375,10.0,0.002667,both,7.005921,0.90098,
0.31,mixed_fbm,1000,500,5.0,0.002,both,32.101872,4.359041,
0.37,mixed_fbm,1000,500,10.0,0.002,both,13.54051,1.588707,
0.32,mixed_fbm,1250,625,0.2,0.0016,both,0.751593,0.503108,
0.1,mixed_fbm,1500,750,5.0,0.001333,both,388.244599,110.237421,
0.31,mixed_fbm,1000,500,1.0,0.002,both,19.349298,3.208139,
0.38,mixed_fbm,1000,500,10.0,0.002,both,11.307047,1.302363,
0.32,mixed_fbm,1000,500,5.0,0.002,both,28.156672,3.726773,
0.32,mixed_fbm,1000,500,1.0,0.002,both,16.387997,2.692668,
0.19,mixed_fbm,750,375,5.0,0.002667,both,84.461418,19.263923,
0.66,mixed_fbm,750,375,10.0,0.002667,both,7.643,1.001758,
0.19,mixed_fbm,1250,625,10.0,0.0016,both,147.028297,27.754175,
0.33,mixed_fbm,1250,625,0.2,0.0016,both,0.539039,0.389807,
0.39,mixed_fbm,1000,500,10.0,0.002,both,9.312962,1.054069,
0.24,mixed_fbm,1500,750,0.2,0.001333,both,9.732748,3.71501,
0.33,mixed_fbm,1000,500,5.0,0.002,both,24.546654,3.171412,
0.33,mixed_fbm,1000,500,1.0,0.002,both,13.746008,2.246563,
0.4,mixed_fbm,1000,500,10.0,0.002,both,7.545474,0.840189,
0.67,mixed_fbm,750,375,10.0,0.002667,both,8.243611,1.104031,
0.12,mixed_fbm,1500,750,10.0,0.001333,both,330.290006,83.742706,
0.41,mixed_fbm,1000,500,10.0,0.002,both,5.992578,0.656941,
0.07,mixed_fbm,1250,625,1.0,0.0016,both,331.669161,120.935121,
0.34,mixed_fbm,1250,625,0.2,0.0016,both,0.38213,0.298572,
0.34,mixed_fbm,1000,500,5.0,0.002,both,21.253116,2.683813,
0.34,mixed_fbm,1000,500,1.0,0.002,both,11.406196,1.860477,
0.68,mixed_fbm,750,375,10.0,0.002667,both,8.795276,1.207354,
0.42,mixed_fbm,1000,500,10.0,0.002,both,4.642991,0.502163,
0.25,mixed_fbm,1500,750,0.2,0.001333,both,7.625022,3.001221,
0.2,mixed_fbm,1250,625,10.0,0.0016,both,134.063451,24.190155,
0.35,mixed_fbm,1000,500,5.0,0.002,both,18.258578,2.257231,
0.35,mixed_fbm,1000,500,1.0,0.002,both,9.351317,1.527192,
0.43,mixed_fbm,1000,500,10.0,0.002,both,3.486081,0.372213,
0.44,mixed_fbm,1000,500,10.0,0.002,both,2.511816,0.26444,
0.35,mixed_fbm,1250,625,0.2,0.0016,both,0.267652,0.226944,
0.69,mixed_fbm,750,375,10.0,0.002667,both,9.285748,1.31033,
0.36,mixed_fbm,1000,500,5.0,0.002,both,15.54668,1.883899,
0.14,mixed_fbm,1250,625,5.0,0.0016,both,226.287522,54.662274,
0.36,mixed_fbm,1000,500,1.0,0.002,both,7.563831,1.24294,
0.45,mixed_fbm,1000,500,10.0,0.002,both,1.7107,0.178548,
0.2,mixed_fbm,750,375,5.0,0.002667,both,77.088092,16.93372,
0.46,mixed_fbm,1000,500,10.0,0.002,both,1.073716,0.110934,
0.37,mixed_fbm,1000,500,5.0,0.002,both,13.102089,1.558381,
0.26,mixed_fbm,1500,750,0.2,0.001333,both,5.907484,2.417541,
0.47,mixed_fbm,1000,500,10.0,0.002,both,0.592262,0.06055,
0.21,mixed_fbm,1250,625,10.0,0.0016,both,122.035604,21.073744,
0.37,mixed_fbm,1000,500,1.0,0.002,both,6.025748,1.00004,
0.48,mixed_fbm,1000,500,10.0,0.002,both,0.258094,0.026123,
0.36,mixed_fbm,1250,625,0.2,0.0016,both,0.185109,0.171002,
0.38,mixed_fbm,1000,500,5.0,0.002,both,10.91041,1.275261,
0.49,mixed_fbm,1000,500,10.0,0.002,both,0.063253,0.006221,
0.5,mixed_fbm,1000,500,10.0,0.002,both,-0.0,0.0,
0.51,mixed_fbm,1000,500,10.0,0.002,both,0.060736,0.00594,
0.7,mixed_fbm,750,375,10.0,0.002667,both,9.703471,1.413073,
0.38,mixed_fbm,1000,500,1.0,0.002,both,4.718527,0.793752,
0.52,mixed_fbm,1000,500,10.0,0.002,both,0.237921,0.023592,
0.39,mixed_fbm,1000,500,5.0,0.002,both,8.958097,1.030137,
0.53,mixed_fbm,1000,500,10.0,0.002,both,0.523985,0.05179,
0.13,mixed_fbm,1500,750,10.0,0.001333,both,302.95425,72.844887,
0.27,mixed_fbm,1500,750,0.2,0.001333,both,4.525385,1.929924,
0.37,mixed_fbm,1250,625,0.2,0.0016,both,0.1263,0.126961,
0.54,mixed_fbm,1000,500,10.0,0.002,both,0.911225,0.089917,
0.39,mixed_fbm,1000,500,1.0,0.002,both,3.623042,0.620616,
0.4,mixed_fbm,1000,500,5.0,0.002,both,7.232372,0.819715,
0.22,mixed_fbm,1250,625,10.0,0.0016,both,110.877891,18.348029,
0.21,mixed_fbm,750,375,5.0,0.002667,both,70.233895,14.874232,
0.55,mixed_fbm,1000,500,10.0,0.002,both,1.391701,0.138756,
0.71,mixed_fbm,750,375,10.0,0.002667,both,10.038122,1.512773,
0.09,mixed_fbm,1500,750,1.0,0.001333,both,343.413809,108.487214,
0.4,mixed_fbm,1000,500,1.0,0.002,both,2.719621,0.477034,
0.41,mixed_fbm,1000,500,5.0,0.002,both,5.721142,0.640228,
0.56,mixed_fbm,1000,500,10.0,0.002,both,1.957117,0.195563,
0.11,mixed_fbm,1500,750,5.0,0.001333,both,356.053641,95.883417,
0.42,mixed_fbm,1000,500,5.0,0.002,both,4.412909,0.487828,
0.38,mixed_fbm,1250,625,0.2,0.0016,both,0.084913,0.094074,
0.57,mixed_fbm,1000,500,10.0,0.002,both,2.598697,0.260461,
0.72,mixed_fbm,750,375,10.0,0.002667,both,10.281176,1.61047,
0.41,mixed_fbm,1000,500,1.0,0.002,both,1.988182,0.359076,
0.28,mixed_fbm,1500,750,0.2,0.001333,both,3.427329,1.53793,
0.43,mixed_fbm,1000,500,5.0,0.002,both,3.29669,0.360884,
0.58,mixed_fbm,1000,500,10.0,0.002,both,3.307053,0.333155,
0.44,mixed_fbm,1000,500,5.0,0.002,both,2.361922,0.256021,
0.23,mixed_fbm,1250,625,10.0,0.0016,both,100.530187,15.96318,
0.42,mixed_fbm,1000,500,1.0,0.002,both,1.408447,0.262996,
0.39,mixed_fbm,1250,625,0.2,0.0016,both,0.056158,0.067176,
0.45,mixed_fbm,1000,500,5.0,0.002,both,1.598367,0.171934,
0.14,mixed_fbm,1500,750,10.0,0.001333,both,277.809063,63.354576,
0.73,mixed_fbm,750,375,10.0,0.002667,both,10.426455,1.703825,
0.59,mixed_fbm,1000,500,10.0,0.002,both,4.072053,0.413023,
0.22,mixed_fbm,750,375,5.0,0.002667,both,63.863033,13.053897,
0.43,mixed_fbm,1000,500,1.0,0.002,both,0.960242,0.185987,
