H,model,n,N,alpha,delta_t,strategy,value_sum,value_markovian,value_full
0.77,mixed_fbm,500,250,1.0,0.004,both,0.030754,0.12884,
0.4,mixed_fbm,500,250,10.0,0.004,both,3.715569,0.606865,
0.35,mixed_fbm,500,250,5.0,0.004,both,8.89763,1.585073,
0.41,mixed_fbm,500,250,10.0,0.004,both,2.953706,0.476815,
0.36,mixed_fbm,500,250,5.0,0.004,both,7.583972,1.329931,
0.42,mixed_fbm,500,250,10.0,0.004,both,2.290635,0.365722,
0.34,mixed_fbm,750,375,0.2,0.002667,both,0.172305,0.203398,
0.78,mixed_fbm,500,250,1.0,0.004,both,0.028829,0.128591,
0.43,mixed_fbm,500,250,10.0,0.004,both,1.721444,0.272048,
0.13,mixed_fbm,1000,500,0.2,0.002,both,40.167729,18.873938,
0.79,mixed_fbm,500,250,1.0,0.004,both,0.027066,0.126539,
0.44,mixed_fbm,500,250,10.0,0.004,both,1.24147,0.194356,
0.05,mixed_fbm,1250,625,0.2,0.0016,both,153.953978,85.604938,
0.45,mixed_fbm,500,250,10.0,0.004,both,0.846282,0.131292,
0.37,mixed_fbm,500,250,5.0,0.004,both,6.397937,1.106814,
0.8,mixed_fbm,500,250,1.0,0.004,both,0.025456,0.1281,
0.46,mixed_fbm,500,250,10.0,0.004,both,0.531651,0.081806,
0.47,mixed_fbm,500,250,10.0,0.004,both,0.293533,0.044783,
0.38,mixed_fbm,500,250,5.0,0.004,both,5.333019,0.910544,
0.48,mixed_fbm,500,250,10.0,0.004,both,0.128038,0.01941,
0.35,mixed_fbm,750,375,0.2,0.002667,both,0.122314,0.156884,
0.49,mixed_fbm,500,250,10.0,0.004,both,0.031411,0.004699,
0.5,mixed_fbm,500,250,10.0,0.004,both,-0.0,-0.0,
0.39,mixed_fbm,500,250,5.0,0.004,both,4.383059,0.738802,
0.51,mixed_fbm,500,250,10.0,0.004,both,0.030229,0.004445,
0.52,mixed_fbm,500,250,10.0,0.004,both,0.118567,0.017672,
0.81,mixed_fbm,500,250,1.0,0.004,both,0.023988,0.127819,
0.1,mixed_fbm,750,375,1.0,0.002667,both,141.757701,50.970084,
0.4,mixed_fbm,500,250,5.0,0.004,both,3.542205,0.590972,
0.53,mixed_fbm,500,250,10.0,0.004,both,0.261496,0.038898,
0.07,mixed_fbm,750,375,10.0,0.002667,both,241.81328,89.195135,
0.54,mixed_fbm,500,250,10.0,0.004,both,0.45547,0.067845,
0.41,mixed_fbm,500,250,5.0,0.004,both,2.804886,0.463105,
0.82,mixed_fbm,500,250,1.0,0.004,both,0.022652,0.126653,
0.05,mixed_fbm,750,375,5.0,0.002667,both,287.14169,116.045199,
0.04,mixed_fbm,1500,750,0.2,0.001333,both,222.914918,123.677823,
0.36,mixed_fbm,750,375,0.2,0.002667,both,0.085815,0.12002,
0.06,mixed_fbm,1000,500,5.0,0.002,both,357.903307,132.789914,
0.55,mixed_fbm,500,250,10.0,0.004,both,0.696881,0.103878,
0.42,mixed_fbm,500,250,5.0,0.004,both,2.165771,0.35453,
0.56,mixed_fbm,500,250,10.0,0.004,both,0.982013,0.146532,
0.43,mixed_fbm,500,250,5.0,0.004,both,1.619737,0.263179,
0.83,mixed_fbm,500,250,1.0,0.004,both,0.021438,0.125164,
0.14,mixed_fbm,1000,500,0.2,0.002,both,34.556426,16.016552,
0.57,mixed_fbm,500,250,10.0,0.004,both,1.306998,0.19536,
0.84,mixed_fbm,500,250,1.0,0.004,both,0.020335,0.12403,
0.37,mixed_fbm,750,375,0.2,0.002667,both,0.059449,0.090846,
0.05,mixed_fbm,1000,500,1.0,0.002,both,305.694205,128.555926,
0.03,mixed_fbm,1500,750,10.0,0.001333,both,779.616811,311.979545,
0.85,mixed_fbm,500,250,1.0,0.004,both,0.019333,0.124038,
0.44,mixed_fbm,500,250,5.0,0.004,both,1.161836,0.187317,
0.45,mixed_fbm,500,250,5.0,0.004,both,0.787253,0.126181,
0.58,mixed_fbm,500,250,10.0,0.004,both,1.667764,0.250632,
0.38,mixed_fbm,750,375,0.2,0.002667,both,0.040611,0.067399,
0.46,mixed_fbm,500,250,5.0,0.004,both,0.491269,0.078383,
0.59,mixed_fbm,500,250,10.0,0.004,both,2.05999,0.310869,
0.47,mixed_fbm,500,250,5.0,0.004,both,0.269222,0.042822,
0.06,mixed_fbm,1000,500,10.0,0.002,both,363.474504,133.502772,
0.48,mixed_fbm,500,250,5.0,0.004,both,0.116463,0.018425,
0.86,mixed_fbm,500,250,1.0,0.004,both,0.018423,0.123922,
0.49,mixed_fbm,500,250,5.0,0.004,both,0.028308,0.004339,
0.5,mixed_fbm,500,250,5.0,0.004,both,0.0,0.0,
0.04,mixed_fbm,1250,625,5.0,0.0016,both,558.29066,220.172181,
0.39,mixed_fbm,750,375,0.2,0.002667,both,0.027309,0.048865,
0.51,mixed_fbm,500,250,5.0,0.004,both,0.026656,0.004184,
0.04,mixed_fbm,1250,625,10.0,0.0016,both,568.38419,221.577846,
0.6,mixed_fbm,500,250,10.0,0.004,both,2.47905,0.376204,
0.52,mixed_fbm,500,250,5.0,0.004,both,0.103227,0.016454,
0.87,mixed_fbm,500,250,1.0,0.004,both,0.017597,0.120784,
0.53,mixed_fbm,500,250,5.0,0.004,both,0.224456,0.036151,
0.03,mixed_fbm,1500,750,5.0,0.001333,both,763.987927,310.052154,
0.11,mixed_fbm,750,375,1.0,0.002667,both,130.084275,44.880296,
0.54,mixed_fbm,500,250,5.0,0.004,both,0.384845,0.062603,
0.4,mixed_fbm,750,375,0.2,0.002667,both,0.018034,0.034039,
0.61,mixed_fbm,500,250,10.0,0.004,both,2.919966,0.446266,
0.88,mixed_fbm,500,250,1.0,0.004,both,0.016845,0.121503,
0.55,mixed_fbm,500,250,5.0,0.004,both,0.578629,0.095135,
0.62,mixed_fbm,500,250,10.0,0.004,both,3.377364,0.520189,
0.89,mixed_fbm,500,250,1.0,0.004,both,0.016161,0.118724,
0.56,mixed_fbm,500,250,5.0,0.004,both,0.799767,0.133388,
0.41,mixed_fbm,750,375,0.2,0.002667,both,0.011658,0.025205,
0.57,mixed_fbm,500,250,5.0,0.004,both,1.041954,0.176406,
0.63,mixed_fbm,500,250,10.0,0.004,both,3.845437,0.59891,
0.9,mixed_fbm,500,250,1.0,0.004,both,0.015537,0.118083,
0.15,mixed_fbm,1000,500,0.2,0.002,both,29.530424,13.554348,
0.58,mixed_fbm,500,250,5.0,0.004,both,1.298652,0.2228,
0.42,mixed_fbm,750,375,0.2,0.002667,both,0.007344,0.016782,
0.91,mixed_fbm,500,250,1.0,0.004,both,0.014968,0.117341,
0.64,mixed_fbm,500,250,10.0,0.004,both,4.317925,0.68036,
0.59,mixed_fbm,500,250,5.0,0.004,both,1.563151,0.274344,
0.43,mixed_fbm,750,375,0.2,0.002667,both,0.00448,0.011282,
0.92,mixed_fbm,500,250,1.0,0.004,both,0.014448,0.116898,
0.6,mixed_fbm,500,250,5.0,0.004,both,1.828669,0.328392,
0.65,mixed_fbm,500,250,10.0,0.004,both,4.788113,0.764736,
0.44,mixed_fbm,750,375,0.2,0.002667,both,0.002621,0.007171,
0.45,mixed_fbm,750,375,0.2,0.002667,both,0.001449,0.003086,
0.93,mixed_fbm,500,250,1.0,0.004,both,0.013971,0.116053,
0.61,mixed_fbm,500,250,5.0,0.004,both,2.088479,0.38485,
0.46,mixed_fbm,750,375,0.2,0.002667,both,0.000738,0.001727,
0.62,mixed_fbm,500,250,5.0,0.004,both,2.336065,0.443008,
0.47,mixed_fbm,750,375,0.2,0.002667,both,0.00033,1.7e-05,
0.48,mixed_fbm,750,375,0.2,0.002667,both,0.000117,7e-06,
0.49,mixed_fbm,750,375,0.2,0.002667,both,2.3e-05,1e-06,
0.5,mixed_fbm,750,375,0.2,0.002667,both,0.0,0.0,
0.51,mixed_fbm,750,375,0.2,0.002667,both,1.5e-05,1e-06,
0.63,mixed_fbm,500,250,5.0,0.004,both,2.565312,0.50214,
0.52,mixed_fbm,750,375,0.2,0.002667,both,4.7e-05,4e-06,
0.53,mixed_fbm,750,375,0.2,0.002667,both,8.5e-05,7e-06,
0.66,mixed_fbm,500,250,10.0,0.004,both,5.24886,0.851522,
0.54,mixed_fbm,750,375,0.2,0.002667,both,0.000121,1.1e-05,
0.94,mixed_fbm,500,250,1.0,0.004,both,0.013534,0.114166,
0.02,mixed_fbm,1250,625,1.0,0.0016,both,531.588631,253.758932,
0.55,mixed_fbm,750,375,0.2,0.002667,both,0.000151,1.5e-05,
0.56,mixed_fbm,750,375,0.2,0.002667,both,0.000175,1.9e-05,
0.57,mixed_fbm,750,375,0.2,0.002667,both,0.000192,2.2e-05,
0.08,mixed_fbm,750,375,10.0,0.002667,both,221.136394,78.357477,
0.58,mixed_fbm,750,375,0.2,0.002667,both,0.000202,2.5e-05,
0.59,mixed_fbm,750,375,0.2,0.002667,both,0.000206,2.8e-05,
0.6,mixed_fbm,750,375,0.2,0.002667,both,0.000206,3.1e-05,
0.67,mixed_fbm,500,250,10.0,0.004,both,5.692662,0.940136,
0.61,mixed_fbm,750,375,0.2,0.002667,both,0.000202,0.002168,
0.16,mixed_fbm,1000,500,0.2,0.002,both,25.055833,11.436191,
0.95,mixed_fbm,500,250,1.0,0.004,both,0.013132,0.113103,
0.62,mixed_fbm,750,375,0.2,0.002667,both,0.000195,0.002328,
0.64,mixed_fbm,500,250,5.0,0.004,both,2.770708,0.561676,
0.12,mixed_fbm,750,375,1.0,0.002667,both,119.277969,39.503947,
0.68,mixed_fbm,500,250,10.0,0.004,both,6.111764,1.029572,
0.63,mixed_fbm,750,375,0.2,0.002667,both,0.000187,0.002471,
0.64,mixed_fbm,750,375,0.2,0.002667,both,0.000177,0.002598,
0.96,mixed_fbm,500,250,1.0,0.004,both,0.012761,0.112246,
0.69,mixed_fbm,500,250,10.0,0.004,both,6.498315,1.119442,
0.65,mixed_fbm,750,375,0.2,0.002667,both,0.000167,0.002708,
0.65,mixed_fbm,500,250,5.0,0.004,both,2.94754,0.620981,
0.66,mixed_fbm,750,375,0.2,0.002667,both,0.000157,0.002804,
0.06,mixed_fbm,1250,625,0.2,0.0016,both,137.767669,72.823533,
0.67,mixed_fbm,750,375,0.2,0.002667,both,0.000146,0.002886,
0.7,mixed_fbm,500,250,10.0,0.004,both,6.84458,1.210801,
0.68,mixed_fbm,750,375,0.2,0.002667,both,0.000136,0.002956,
0.97,mixed_fbm,500,250,1.0,0.004,both,0.012419,0.111398,
0.69,mixed_fbm,750,375,0.2,0.002667,both,0.000126,0.003015,
0.7,mixed_fbm,750,375,0.2,0.002667,both,0.000117,0.003064,
0.71,mixed_fbm,500,250,10.0,0.004,both,7.143204,1.300538,
0.71,mixed_fbm,750,375,0.2,0.002667,both,0.000108,0.003103,
0.72,mixed_fbm,750,375,0.2,0.002667,both,0.0001,0.003135,
0.98,mixed_fbm,500,250,1.0,0.004,both,0.012101,0.108399,
0.66,mixed_fbm,500,250,5.0,0.004,both,3.092082,0.679359,
0.73,mixed_fbm,750,375,0.2,0.002667,both,9.3e-05,0.003159,
0.72,mixed_fbm,500,250,10.0,0.004,both,7.387512,1.388647,
0.07,mixed_fbm,1000,500,5.0,0.002,both,326.317944,115.788182,
0.74,mixed_fbm,750,375,0.2,0.002667,both,8.6e-05,0.003177,
0.75,mixed_fbm,750,375,0.2,0.002667,both,8e-05,0.00319,
0.17,mixed_fbm,1000,500,0.2,0.002,both,21.098877,9.615349,
0.09,mixed_fbm,750,375,10.0,0.002667,both,202.661792,68.922128,
0.73,mixed_fbm,500,250,10.0,0.004,both,7.571835,1.474638,
0.76,mixed_fbm,750,375,0.2,0.002667,both,7.4e-05,0.003198,
0.77,mixed_fbm,750,375,0.2,0.002667,both,6.9e-05,3.6e-05,
0.78,mixed_fbm,750,375,0.2,0.002667,both,6.5e-05,3.6e-05,
0.79,mixed_fbm,750,375,0.2,0.002667,both,6e-05,3.5e-05,
0.67,mixed_fbm,500,250,5.0,0.004,both,3.201738,0.735978,
0.13,mixed_fbm,750,375,1.0,0.002667,both,109.253836,34.751765,
0.8,mixed_fbm,750,375,0.2,0.002667,both,5.7e-05,3.4e-05,
0.81,mixed_fbm,750,375,0.2,0.002667,both,5.3e-05,3.4e-05,
0.82,mixed_fbm,750,375,0.2,0.002667,both,5e-05,3.3e-05,
0.74,mixed_fbm,500,250,10.0,0.004,both,7.691832,1.55746,
0.83,mixed_fbm,750,375,0.2,0.002667,both,4.7e-05,3.2e-05,
0.84,mixed_fbm,750,375,0.2,0.002667,both,4.5e-05,3.2e-05,
0.85,mixed_fbm,750,375,0.2,0.002667,both,4.3e-05,3.1e-05,
0.86,mixed_fbm,750,375,0.2,0.002667,both,4.1e-05,3e-05,
0.87,mixed_fbm,750,375,0.2,0.002667,both,3.9e-05,3e-05,
0.68,mixed_fbm,500,250,5.0,0.004,both,3.275137,0.790988,
0.88,mixed_fbm,750,375,0.2,0.002667,both,3.7e-05,2.9e-05,
0.89,mixed_fbm,750,375,0.2,0.002667,both,3.6e-05,2.8e-05,
0.9,mixed_fbm,750,375,0.2,0.002667,both,3.4e-05,2.8e-05,
0.91,mixed_fbm,750,375,0.2,0.002667,both,3.3e-05,2.7e-05,
0.75,mixed_fbm,500,250,10.0,0.004,both,7.744776,1.636482,
0.92,mixed_fbm,750,375,0.2,0.002667,both,3.2e-05,2.6e-05,
0.93,mixed_fbm,750,375,0.2,0.002667,both,3e-05,2.6e-05,
0.69,mixed_fbm,500,250,5.0,0.004,both,3.312157,0.843129,
0.94,mixed_fbm,750,375,0.2,0.002667,both,2.9e-05,2.5e-05,
0.95,mixed_fbm,750,375,0.2,0.002667,both,2.8e-05,2.5e-05,
0.96,mixed_fbm,750,375,0.2,0.002667,both,2.8e-05,2.4e-05,
0.97,mixed_fbm,750,375,0.2,0.002667,both,2.7e-05,2.3e-05,
0.98,mixed_fbm,750,375,0.2,0.002667,both,2.6e-05,2.3e-05,
0.7,mixed_fbm,500,250,5.0,0.004,both,3.313875,0.891455,
0.76,mixed_fbm,500,250,10.0,0.004,both,7.729776,1.710812,
0.14,mixed_fbm,750,375,1.0,0.002667,both,99.941598,30.552264,
0.18,mixed_fbm,1000,500,0.2,0.002,both,17.625473,8.05803,
0.77,mixed_fbm,500,250,10.0,0.004,both,7.647893,1.779937,
0.07,mixed_fbm,1000,500,10.0,0.002,both,331.078447,116.38274,
0.71,mixed_fbm,500,250,5.0,0.004,both,3.282452,0.937667,
0.06,mixed_fbm,1000,500,1.0,0.002,both,279.697777,112.161264,
0.72,mixed_fbm,500,250,5.0,0.004,both,3.220954,0.979426,
0.78,mixed_fbm,500,250,10.0,0.004,both,7.502141,1.84296,
0.73,mixed_fbm,500,250,5.0,0.004,both,3.133132,1.017081,
0.05,mixed_fbm,1500,750,0.2,0.001333,both,200.165581,104.48717,
0.79,mixed_fbm,500,250,10.0,0.004,both,7.297349,1.89939,
0.8,mixed_fbm,500,250,10.0,0.004,both,7.039913,1.948754,
0.15,mixed_fbm,750,375,1.0,0.002667,both,91.282161,26.84056,
0.19,mixed_fbm,1000,500,0.2,0.002,both,14.600987,6.726412,
0.81,mixed_fbm,500,250,10.0,0.004,both,6.737437,1.990563,
0.74,mixed_fbm,500,250,5.0,0.004,both,3.023184,1.050468,
0.82,mixed_fbm,500,250,10.0,0.004,both,6.398324,2.024795,
0.83,mixed_fbm,500,250,10.0,0.004,both,6.031335,2.050952,
0.07,mixed_fbm,1250,625,0.2,0.0016,both,122.922871,62.072148,
0.75,mixed_fbm,500,250,5.0,0.004,both,2.895515,1.079714,
0.16,mixed_fbm,750,375,1.0,0.002667,both,83.225111,23.559641,
0.1,mixed_fbm,750,375,10.0,0.002667,both,185.990753,60.723424,
0.2,mixed_fbm,1000,500,0.2,0.002,both,11.990157,5.59169,
0.84,mixed_fbm,500,250,10.0,0.004,both,5.645177,2.068325,
0.76,mixed_fbm,500,250,5.0,0.004,both,2.754517,1.104271,
0.05,mixed_fbm,1250,625,5.0,0.0016,both,503.185849,189.1861,
0.77,mixed_fbm,500,250,5.0,0.004,both,2.604385,1.125046,
0.85,mixed_fbm,500,250,10.0,0.004,both,5.248137,2.079495,
0.05,mixed_fbm,1250,625,10.0,0.0016,both,511.27327,190.317044,
0.78,mixed_fbm,500,250,5.0,0.004,both,2.448973,1.141335,
0.17,mixed_fbm,750,375,1.0,0.002667,both,75.726889,20.660583,
0.86,mixed_fbm,500,250,10.0,0.004,both,4.8478,2.082291,
0.03,mixed_fbm,1500,750,1.0,0.001333,both,591.860227,257.564095,
0.08,mixed_fbm,1000,500,5.0,0.002,both,298.391546,101.201742,
0.87,mixed_fbm,500,250,10.0,0.004,both,4.450846,2.076908,
0.79,mixed_fbm,500,250,5.0,0.004,both,2.291698,1.153826,
0.06,mixed_fbm,750,375,5.0,0.002667,both,260.901395,101.244873,
0.04,mixed_fbm,1500,750,10.0,0.001333,both,692.862773,264.338029,
0.18,mixed_fbm,750,375,1.0,0.002667,both,68.749427,18.09862,
0.8,mixed_fbm,500,250,5.0,0.004,both,2.13548,1.162323,
0.88,mixed_fbm,500,250,10.0,0.004,both,4.062946,2.066009,
0.11,mixed_fbm,750,375,10.0,0.002667,both,170.83423,53.503006,
0.21,mixed_fbm,1000,500,0.2,0.002,both,9.757195,4.629505,
0.89,mixed_fbm,500,250,10.0,0.004,both,3.688725,2.047971,
0.81,mixed_fbm,500,250,5.0,0.004,both,1.982733,1.167812,
0.19,mixed_fbm,750,375,1.0,0.002667,both,62.259127,15.836853,
0.04,mixed_fbm,1500,750,5.0,0.001333,both,681.058568,262.608823,
0.82,mixed_fbm,500,250,5.0,0.004,both,1.835366,1.169749,
0.08,mixed_fbm,1000,500,10.0,0.002,both,302.535232,101.719389,
0.07,mixed_fbm,1000,500,1.0,0.002,both,256.338454,98.096376,
0.2,mixed_fbm,750,375,1.0,0.002667,both,56.226066,13.839855,
0.83,mixed_fbm,500,250,5.0,0.004,both,1.694829,1.168827,
0.22,mixed_fbm,1000,500,0.2,0.002,both,7.866039,3.816287,
0.9,mixed_fbm,500,250,10.0,0.004,both,3.331806,2.02343,
0.12,mixed_fbm,750,375,10.0,0.002667,both,156.975484,47.161084,
0.06,mixed_fbm,1500,750,0.2,0.001333,both,179.344432,88.617156,
0.21,mixed_fbm,750,375,1.0,0.002667,both,50.62339,12.07721,
0.91,mixed_fbm,500,250,10.0,0.004,both,2.994899,1.99364,
0.84,mixed_fbm,500,250,5.0,0.004,both,1.562153,1.165192,
0.92,mixed_fbm,500,250,10.0,0.004,both,2.679932,1.957211,
0.85,mixed_fbm,500,250,5.0,0.004,both,1.438014,1.159318,
0.22,mixed_fbm,750,375,1.0,0.002667,both,45.426824,10.521633,
0.86,mixed_fbm,500,250,5.0,0.004,both,1.322787,1.150533,
0.93,mixed_fbm,500,250,10.0,0.004,both,2.388223,1.92005,
0.23,mixed_fbm,1000,500,0.2,0.002,both,6.280739,3.131904,
0.08,mixed_fbm,1250,625,0.2,0.0016,both,109.305558,52.957584,
0.23,mixed_fbm,750,375,1.0,0.002667,both,40.614288,9.148959,
0.13,mixed_fbm,750,375,10.0,0.002667,both,144.247325,41.578439,
0.87,mixed_fbm,500,250,5.0,0.004,both,1.216609,1.141373,
0.24,mixed_fbm,750,375,1.0,0.002667,both,36.165572,7.939713,
0.94,mixed_fbm,500,250,10.0,0.004,both,2.120682,1.877088,
0.24,mixed_fbm,1000,500,0.2,0.002,both,4.965941,2.557358,
0.95,mixed_fbm,500,250,10.0,0.004,both,1.87807,1.830644,
0.88,mixed_fbm,500,250,5.0,0.004,both,1.119429,1.130144,
0.25,mixed_fbm,750,375,1.0,0.002667,both,32.062074,6.873345,
0.09,mixed_fbm,1000,500,5.0,0.002,both,273.389738,88.594496,
0.96,mixed_fbm,500,250,10.0,0.004,both,1.661369,1.781872,
0.06,mixed_fbm,1250,625,10.0,0.0016,both,463.233248,164.545088,
0.26,mixed_fbm,750,375,1.0,0.002667,both,28.286561,5.934411,
0.89,mixed_fbm,500,250,5.0,0.004,both,1.031064,1.117852,
0.25,mixed_fbm,1000,500,0.2,0.002,both,3.88741,2.079683,
0.97,mixed_fbm,500,250,10.0,0.004,both,1.472403,1.731859,
0.27,mixed_fbm,750,375,1.0,0.002667,both,24.822971,5.108056,
0.9,mixed_fbm,500,250,5.0,0.004,both,0.951234,1.104176,
0.07,mixed_fbm,750,375,5.0,0.002667,both,238.072586,88.70551,
0.14,mixed_fbm,750,375,10.0,0.002667,both,132.5176,36.648767,
0.06,mixed_fbm,1250,625,5.0,0.0016,both,456.511681,163.675344,
0.98,mixed_fbm,500,250,10.0,0.004,both,1.315102,1.680764,
0.08,mixed_fbm,1000,500,1.0,0.002,both,235.15038,85.908199,
0.91,mixed_fbm,500,250,5.0,0.004,both,0.879608,1.088303,
0.28,mixed_fbm,750,375,1.0,0.002667,both,21.65622,4.381448,
0.09,mixed_fbm,1250,625,0.2,0.0016,both,96.822422,45.18726,
0.26,mixed_fbm,1000,500,0.2,0.002,both,3.012569,1.683003,
0.92,mixed_fbm,500,250,5.0,0.004,both,0.815829,1.073497,
0.09,mixed_fbm,1000,500,10.0,0.002,both,277.047453,89.038664,
0.29,mixed_fbm,750,375,1.0,0.002667,both,18.772031,3.74391,
0.93,mixed_fbm,500,250,5.0,0.004,both,0.75955,1.054572,
0.03,mixed_fbm,1250,625,1.0,0.0016,both,478.881442,214.753771,
0.94,mixed_fbm,500,250,5.0,0.004,both,0.710449,1.045743,
0.3,mixed_fbm,750,375,1.0,0.002667,both,16.156761,3.185017,
0.07,mixed_fbm,1500,750,0.2,0.001333,both,160.253741,75.331495,
0.27,mixed_fbm,1000,500,0.2,0.002,both,2.310978,1.35501,
0.31,mixed_fbm,750,375,1.0,0.002667,both,13.797241,2.695977,
0.95,mixed_fbm,500,250,5.0,0.004,both,0.668261,1.030631,
0.15,mixed_fbm,750,375,10.0,0.002667,both,121.679602,32.302073,
0.96,mixed_fbm,500,250,5.0,0.004,both,0.632797,1.015064,
0.28,mixed_fbm,1000,500,0.2,0.002,both,1.754736,1.085023,
0.32,mixed_fbm,750,375,1.0,0.002667,both,11.680617,2.268841,
0.97,mixed_fbm,500,250,5.0,0.004,both,0.603969,1.004342,
0.1,mixed_fbm,1250,625,0.2,0.0016,both,85.395526,38.537573,
0.33,mixed_fbm,750,375,1.0,0.002667,both,9.794196,1.897714,
0.1,mixed_fbm,1000,500,5.0,0.002,both,250.797448,77.621724,
0.98,mixed_fbm,500,250,5.0,0.004,both,0.581825,0.99113,
0.29,mixed_fbm,1000,500,0.2,0.002,both,1.318754,0.86317,
0.05,mixed_fbm,1500,750,10.0,0.001333,both,622.949456,226.319502,
0.34,mixed_fbm,750,375,1.0,0.002667,both,8.125302,1.575106,
0.08,mixed_fbm,750,375,5.0,0.002667,both,217.871033,77.925652,
0.16,mixed_fbm,750,375,10.0,0.002667,both,111.645522,28.455979,
0.35,mixed_fbm,750,375,1.0,0.002667,both,6.661145,1.296708,
0.09,mixed_fbm,1000,500,1.0,0.002,both,215.79737,75.278776,
0.1,mixed_fbm,1000,500,10.0,0.002,both,254.061666,77.997874,
0.17,mixed_fbm,750,375,10.0,0.002667,both,102.341882,25.057402,
0.3,mixed_fbm,1000,500,0.2,0.002,both,0.980905,0.685326,
0.36,mixed_fbm,750,375,1.0,0.002667,both,5.388711,1.057642,
0.05,mixed_fbm,1500,750,5.0,0.001333,both,613.51152,225.019896,
0.04,mixed_fbm,1500,750,1.0,0.001333,both,536.450975,220.536778,
0.37,mixed_fbm,750,375,1.0,0.002667,both,4.29468,0.852961,
0.38,mixed_fbm,750,375,1.0,0.002667,both,3.365385,0.678991,
0.39,mixed_fbm,750,375,1.0,0.002667,both,2.58681,0.532483,
0.08,mixed_fbm,1500,750,0.2,0.001333,both,142.736902,64.114911,
0.4,mixed_fbm,750,375,1.0,0.002667,both,1.944644,0.410416,
0.11,mixed_fbm,1250,625,0.2,0.0016,both,74.958378,32.832734,
0.18,mixed_fbm,750,375,10.0,0.002667,both,93.706254,22.061469,
0.41,mixed_fbm,750,375,1.0,0.002667,both,1.424389,0.309458,
0.07,mixed_fbm,1250,625,10.0,0.0016,both,421.708113,142.893343,
0.31,mixed_fbm,1000,500,0.2,0.002,both,0.722047,0.539755,
0.42,mixed_fbm,750,375,1.0,0.002667,both,1.011522,0.227238,
0.43,mixed_fbm,750,375,1.0,0.002667,both,0.691702,0.161499,
0.07,mixed_fbm,1250,625,5.0,0.0016,both,415.977697,142.186668,
0.44,mixed_fbm,750,375,1.0,0.002667,both,0.451004,0.109872,
0.45,mixed_fbm,750,375,1.0,0.002667,both,0.276172,0.070352,
0.11,mixed_fbm,1000,500,10.0,0.002,both,233.177231,68.371869,
0.11,mixed_fbm,1000,500,5.0,0.002,both,230.238689,68.033426,
0.32,mixed_fbm,1000,500,0.2,0.002,both,0.52592,0.419897,
0.46,mixed_fbm,750,375,1.0,0.002667,both,0.154859,0.041551,
0.47,mixed_fbm,750,375,1.0,0.002667,both,0.075838,0.02126,
0.48,mixed_fbm,750,375,1.0,0.002667,both,0.029165,0.00841,
0.49,mixed_fbm,750,375,1.0,0.002667,both,0.006272,0.001794,
0.5,mixed_fbm,750,375,1.0,0.002667,both,0.0,0.0,
0.51,mixed_fbm,750,375,1.0,0.002667,both,0.004564,0.001495,
0.52,mixed_fbm,750,375,1.0,0.002667,both,0.015455,0.005884,
0.12,mixed_fbm,1250,625,0.2,0.0016,both,65.45296,27.930239,
0.33,mixed_fbm,1000,500,0.2,0.002,both,0.378964,0.327386,
0.53,mixed_fbm,750,375,1.0,0.002667,both,0.029307,0.012518,
0.54,mixed_fbm,750,375,1.0,0.002667,both,0.043736,0.020732,
0.19,mixed_fbm,750,375,10.0,0.002667,both,85.684878,19.411166,
0.1,mixed_fbm,1000,500,1.0,0.002,both,198.027881,65.962947,
0.55,mixed_fbm,750,375,1.0,0.002667,both,0.057161,0.029735,
0.56,mixed_fbm,750,375,1.0,0.002667,both,0.068639,0.03942,
0.34,mixed_fbm,1000,500,0.2,0.002,both,0.270059,0.253382,
0.57,mixed_fbm,750,375,1.0,0.002667,both,0.077706,0.048881,
0.58,mixed_fbm,750,375,1.0,0.002667,both,0.084241,0.057816,
0.09,mixed_fbm,1500,750,0.2,0.001333,both,126.667294,54.588189,
0.59,mixed_fbm,750,375,1.0,0.002667,both,0.088352,0.067678,
0.35,mixed_fbm,1000,500,0.2,0.002,both,0.190238,0.194175,
0.6,mixed_fbm,750,375,1.0,0.002667,both,0.090288,0.076551,
0.13,mixed_fbm,1250,625,0.2,0.0016,both,56.827393,23.714539,
0.61,mixed_fbm,750,375,1.0,0.002667,both,0.09037,0.084549,
0.36,mixed_fbm,1000,500,0.2,0.002,both,0.132381,0.146657,
0.12,mixed_fbm,1000,500,10.0,0.002,both,214.093956,59.94374,
0.62,mixed_fbm,750,375,1.0,0.002667,both,0.088944,0.091702,
0.12,mixed_fbm,1000,500,5.0,0.002,both,211.429815,59.637775,
0.09,mixed_fbm,750,375,5.0,0.002667,both,199.771519,68.561049,
0.2,mixed_fbm,750,375,10.0,0.002667,both,78.230894,17.069068,
0.63,mixed_fbm,750,375,1.0,0.002667,both,0.086349,0.098341,
0.37,mixed_fbm,1000,500,0.2,0.002,both,0.090917,0.104426,
0.06,mixed_fbm,1500,750,10.0,0.001333,both,564.166219,195.125512,
0.64,mixed_fbm,750,375,1.0,0.002667,both,0.082893,0.105068,
0.38,mixed_fbm,1000,500,0.2,0.002,both,0.061547,0.08136,
0.11,mixed_fbm,1000,500,1.0,0.002,both,181.647947,57.806426,
0.65,mixed_fbm,750,375,1.0,0.002667,both,0.078848,0.110337,
0.08,mixed_fbm,1250,625,10.0,0.0016,both,385.135844,124.383568,
